"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"USD_GrantEquiv";"USD_Disbursement_Defl";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
884257;"Germany";"Tanzania";"5";"282";"LDCs";0.249462;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"";"";0.249462;"";"";"";"";"";"";"";""
884259;"Germany";"Tanzania";"5";"282";"LDCs";0.00191994;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"";"";0.00191994;"";"";"";"";"";"";"";""
884668;"Germany";"Egypt";"5";"142";"LMICs";1.03232;0.0;"ENVIRONMENTALLY ORIENTED ENTREPRENEURSHIP IN ARAB COUNTRIES";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Environmentally oriented entrepreneurship in Arab countries";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Environmentally oriented entrepreneurship in Arab countries";"";"";1.03232;"";"";"";"";"";"";"";""
884670;"Germany";"Lebanon";"5";"555";"UMICs";0.0677183;0.0;"WASTE MANAGEMENT/DISPOSAL";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Environmentally oriented entrepreneurship in Arab countries";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Environmentally oriented entrepreneurship in Arab countries";"";"";0.0677183;"";"";"";"";"";"";"";""
884862;"Germany";"Egypt";"5";"142";"LMICs";0.0021588;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"";"";0.0021588;"";"";"";"";"";"";"";""
885085;"Germany";"Tanzania";"5";"282";"LDCs";0.853254;0.0;"WATER SUPPLY AND SANITATION -LARGE SYSTEMS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water supply and sanitation -large systems";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Water supply and sanitation -large systems";"";"";0.853254;"";"";"";"";"";"";"";""
885100;"Germany";"Uganda";"5";"285";"LDCs";0.643745;0.0;"WATER SUPPLY AND SANITATION -LARGE SYSTEMS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water supply and sanitation -large systems";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Water supply and sanitation -large systems";"";"";0.643745;"";"";"";"";"";"";"";""
885142;"Germany";"Kenya";"5";"248";"LMICs";0.198057;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water resources policy and administrative management";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Water resources policy and administrative management";"";"";0.198057;"";"";"";"";"";"";"";""
885143;"Germany";"Kenya";"5";"248";"LMICs";0.243403;0.0;"WATER SUPPLY & SANIT. - LARGE SYST.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water supply and sanitation -large systems";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Water supply and sanitation -large systems";"";"";0.243403;"";"";"";"";"";"";"";""
885192;"Germany";"Colombia";"5";"437";"UMICs";0.0055647;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"PROKLIMA - Substitution of ozone depleting substances";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"PROKLIMA - Substitution of ozone depleting substances";"";"";0.0055647;"";"";"";"";"";"";"";""
885198;"Germany";"Colombia";"5";"437";"UMICs";0.00834699;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Development and Resource Mangement in Andes countries";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Rural Development and Resource Mangement in Andes countries";"";"";0.00834699;"";"";"";"";"";"";"";""
885202;"Germany";"Colombia";"5";"437";"UMICs";0.0055647;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Development and Resource Mangement in Andes countries";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Rural Development and Resource Mangement in Andes countries";"";"";0.0055647;"";"";"";"";"";"";"";""
885205;"Germany";"Colombia";"5";"437";"UMICs";0.0055647;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Development and Resource Mangement in Andes countries";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Rural Development and Resource Mangement in Andes countries";"";"";0.0055647;"";"";"";"";"";"";"";""
885590;"Germany";"Bolivia";"5";"428";"LMICs";0.0201726;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"preparatory activities for new projects";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"preparatory activities for new projects";"";"";0.0201726;"";"";"";"";"";"";"";""
885616;"Germany";"Bolivia";"5";"428";"LMICs";0.00938521;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Development and Resource Mangement in Andes countries";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Rural Development and Resource Mangement in Andes countries";"";"";0.00938521;"";"";"";"";"";"";"";""
885620;"Germany";"Bolivia";"5";"428";"LMICs";0.00604674;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improvement of the Situation of Overcrowding in Prisons in Bangladesh";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Improvement of the Situation of Overcrowding in Prisons in Bangladesh";"";"";0.00604674;"";"";"";"";"";"";"";""
885627;"Germany";"Bolivia";"5";"428";"LMICs";0.00938521;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Development and Resource Mangement in Andes countries";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Rural Development and Resource Mangement in Andes countries";"";"";0.00938521;"";"";"";"";"";"";"";""
885631;"Germany";"Bolivia";"5";"428";"LMICs";0.00604674;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Development and Resource Mangement in Andes countries";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Rural Development and Resource Mangement in Andes countries";"";"";0.00604674;"";"";"";"";"";"";"";""
885635;"Germany";"Bolivia";"5";"428";"LMICs";0.00604674;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Development and Resource Mangement in Andes countries";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Rural Development and Resource Mangement in Andes countries";"";"";0.00604674;"";"";"";"";"";"";"";""
885671;"Germany";"Burundi";"5";"228";"LDCs";0.00154083;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"";"";0.00154083;"";"";"";"";"";"";"";""
885885;"Germany";"Bolivia";"5";"428";"LMICs";0.113178;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Expert";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Integrated Expert";"";"";0.113178;"";"";"";"";"";"";"";""
885899;"Germany";"Bolivia";"5";"428";"LMICs";0.0273008;0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Expert";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Integrated Expert";"";"";0.0273008;"";"";"";"";"";"";"";""
886375;"Germany";"India";"5";"645";"LMICs";0.686656;0.0;"PARTICIPATORY WATERSHED MANAGEMENT PROHECT IN MADHYA PRADESH, INDIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Participatory Watershed Management Prohect in Madhya Pradesh, India";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"";"";"Participatory Watershed Management Prohect in Madhya Pradesh, India";"";"";0.130973;"";"";"";"";"";"";"";""
886421;"Germany";"India";"5";"645";"LMICs";0.0561376;0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Expert";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Integrated Expert";"";"";0.0561376;"";"";"";"";"";"";"";""
886693;"Germany";"Ethiopia";"5";"238";"LDCs";0.0;0.0;"WATER SUPPLY & SANIT. - LARGE SYST.";"Kreditanstalt für Wiederaufbau";"11";"140";"Urban Water Supply & Sanitation";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2004-12-30";"2010-10-17";"Urban Water Supply & Sanitation";"2004-12-30";"";2.6745;0.0;0.0;74239505.0;1104300.0;0.0;0.0;74239505.0;1104300.0
977070;"Germany";"Burundi";"5";"228";"LDCs";0.0;-0.0;"WATER AND SANITATION PROGRAM";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water and Sanitation Program";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GTZ";"2006-12-07";"2008-12-31";"Die städtische und ländliche Wasser- und Sanitärversorgung in ausgewählten Provinzen und Städten in Burundi ist verbessert.";"";"";3.96778;"";"";"";"";"";"";"";""
984789;"Germany";"Uganda";"5";"285";"LDCs";0.0102075;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Federal states and local governments";"11";"140";"Construction of six wells in the villages Kabaseke, Kisojjo-Kikaaya, Kiboogero, Laguzi/Kalungu, Kalagula and Kifukamiza in Uganda";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"2008-06-01";"2009-05-31";"Construction of six wells in Uganda";"";"";0.0102075;"";"";"";"";"";"";"";""
984921;"Germany";"Uganda";"5";"285";"LDCs";0.0020415;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Federal states and local governments";"11";"140";"Construction of a well in the village of Kaloddo, Uganda";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"2008-08-15";"2008-10-14";"Construction of a well in Uganda";"";"";0.0020415;"";"";"";"";"";"";"";""
984962;"Germany";"Kenya";"5";"248";"LMICs";0.127291;-0.0;"WATER SUPPLY AND SANITATION - LARGE SYSTEMS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water supply and sanitation - large systems";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Federal Ministry for Economic Cooperation and Development";"";"";"Wasserversorgung und Abwasser - große Systeme";"";"";0.127291;"";"";"";"";"";"";"";""
985034;"Germany";"Tanzania";"5";"282";"LDCs";0.0340249;-0.0;"WATER SUPPLY & SANIT. - LARGE SYST.";"Federal states and local governments";"11";"140";"Water Supply and Sanitation in Mtii/ District Lushoto";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Higher education institution";"2008-02-16";"2008-04-30";"Water Supply and distribution pipes in the village Mtii with public water taps and sewage channel/ sanitation";"";"";0.0340249;"";"";"";"";"";"";"";""
985146;"Germany";"India";"5";"645";"LMICs";0.0894163;-0.0;"WATER RESOURCES PROTECTION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Strengthening of environmental management";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Federal Ministry for Economic Cooperation and Development";"";"";"Stärkung des Umweltmanagement";"";"";0.0894163;"";"";"";"";"";"";"";""
985389;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Irrigation and Training Programme for Adivasi and Dalits in Sundargarth Dt. Orissa";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"";"";"Förderung von Adivasi und Dalits im ländlichen Bereich im Distrikt Sundargarh, Orissa";"";"";0.019054;"";"";"";"";"";"";"";""
985430;"Germany";"Kenya";"5";"248";"LMICs";0.0;-0.0;"WATER SECTOR DEVELOPMENT PROGRAMME";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Sector Development Programme";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GTZ";"2007-08-27";"2010-12-31";"Der nachhaltige Zugang der städtischen Armen zu unbedenklichem Trinkwasser und Basissanitärversorgung und zu einer geregelten Abwasserentsorgung ist erhöht und die Wasserressourcenbewirtschaftung ist verbessert.";"";"";3.03273;"";"";"";"";"";"";"";""
985439;"Germany";"Uganda";"5";"285";"LDCs";4.49129;-0.0;"REFORM OF THE URBAN WATER AND SANITATION SECTOR IN UGANDA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Reform of the urban water and sanitation sector in Uganda";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GTZ";"2008-06-04";"2011-05-30";"Institutionelle, regulative und betriebswirtschaftliche Kapazitäten für den städtischen Wassersektor (Trinkwasserversorgung und Abwassermanagement) sind verbessert.";"";"";0.920982;"";"";"";"";"";"";"";""
985486;"Germany";"Rwanda";"5";"266";"LDCs";0.0;-0.0;"APPROVISIONNEMENT EN EAU DE 8 COMMUNES RURALES / KIGALI";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Approvisionnement en eau de 8 communes rurales / Kigali";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Approvisionnement en eau de 8 communes rurales / Kigali";"";"";0.27599;"";"";"";"";"";"";"";""
985539;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"RURAL WATER SUPPLY RAJASTHAN";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Water Supply Rajasthan";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Rural Water Supply Rajasthan";"";"";0.276968;"";"";"";"";"";"";"";""
985546;"Germany";"Egypt";"5";"142";"LMICs";0.0;-0.0;"NATIONAL DRAINAGE PROJECT II";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"National Drainage Project II";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"National Drainage Project II";"";"";0.456572;"";"";"";"";"";"";"";""
985590;"Germany";"Rwanda";"5";"266";"LDCs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Approvisionnement en eau potable de 8 communes rurales Kigali";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Approvisionnement en eau potable de 8 communes rurales Kigali";"";"";0.0781084;"";"";"";"";"";"";"";""
985623;"Germany";"Egypt";"5";"142";"LMICs";0.0;-0.0;"WASTE WATER AMRIYA/ALEXANDRIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Waste Water Amriya/Alexandria";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Waste Water Amriya/Alexandria";"";"";0.76804;"";"";"";"";"";"";"";""
985678;"Germany";"Kenya";"5";"248";"LMICs";0.0;-0.0;"NYERI WATER SUPPLY";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Nyeri Water Supply";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Nyeri Water Supply";"";"";0.788512;"";"";"";"";"";"";"";""
985695;"Germany";"Kenya";"5";"248";"LMICs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Continuation of the Water Programme in the Archdiocese of Nyeri (Phase IV)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"";"";"Weiterführung des ländlichen Wasserversorgungsprogramms, Phase IV, in der Erzdiözese Nyeri";"";"";0.0360664;"";"";"";"";"";"";"";""
985737;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Construction of a gravity water supply system for the communities of Kilomeni and Sofe in the Diocese of Same";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"";"";"Aufbau einer Wasserversorgung in Selbsthilfe in den Gemeinden Kilomeni und Sofe in der Diözese Same";"";"";0.0683744;"";"";"";"";"";"";"";""
985760;"Germany";"Tanzania";"5";"282";"LDCs";0.0317997;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Drinking water supply Kilema, Tanzania";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"";"";"Trinkwasserversorgung Kilema, Tansania";"";"";0.124293;"";"";"";"";"";"";"";""
985772;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"WATER RESOURCES PROTECTION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Effective development through protection of ressources, India";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"";"";"Nachhaltige Entwicklung durch Ressourcenschutz, Indien";"";"";0.0742982;"";"";"";"";"";"";"";""
985931;"Germany";"Kenya";"5";"248";"LMICs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Continuation of Catholic Diocese of Bungoma Rural Water Programme";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"";"";"Weiterführung des ländlichen Wasserversorgungsprogrammes in Bungoma";"";"";0.0272199;"";"";"";"";"";"";"";""
986133;"Germany";"Egypt";"5";"142";"LMICs";0.0;-0.0;"WATER SUPPLY & SANIT. - LARGE SYST.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Supply Kafr El Sheikh";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Water Supply Kafr El Sheikh";"";"";0.0891412;"";"";"";"";"";"";"";""
986153;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"RURAL WATER SUPPLY RAJASTHAN, PHASE I";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Water Supply Rajasthan, Phase I";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Water Supply and Sanitation - Large Systems - 14020";"";"";0.333565;"";"";"";"";"";"";"";""
986158;"Germany";"Egypt";"5";"142";"LMICs";0.0;-0.0;"SEWERAGE DISPOSAL KAFR EL SHEIKH";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Sewerage Disposal Kafr el Sheikh";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Sewerage Disposal Kafr el Sheikh";"";"";6.5051;"";"";"";"";"";"";"";""
986160;"Germany";"Bolivia";"5";"428";"LMICs";0.0;-0.0;"WATER SUPPLY & SANIT. - LARGE SYST.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Sewage treatment and drinking water supply Sucre II";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Sist.d.Agua Pot./Alcantarillado Sucre II";"";"";0.0979588;"";"";"";"";"";"";"";""
986166;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"WATER SUPPLY & SANIT. - LARGE SYST.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Rural Water Supply Rajasthan, Phase I";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Water Supply and Sanitation - Large Systems - 14020";"";"";0.233471;"";"";"";"";"";"";"";""
986171;"Germany";"Bolivia";"5";"428";"LMICs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"drinking water supply and sewage treatment Trinidad";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Agua Potable/Alcantarillado Trinidad";"";"";0.183093;"";"";"";"";"";"";"";""
986175;"Germany";"Bangladesh";"5";"666";"LDCs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated project to clean up arsenic contaminated drinking water and to promote public health, Kushita and Meherpur, Bangladesh";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"";"";"Integriertes Projekt zur Reinigung arsenverseuchten Trinkwassers und Förderung öffentlicher Gesundheit, Kushita und Meherpur, Bangladesh";"";"";0.127546;"";"";"";"";"";"";"";""
986180;"Germany";"Bolivia";"5";"428";"LMICs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Sewage treatment Oruro";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Alcantarillado Oruro";"";"";0.00857429;"";"";"";"";"";"";"";""
986216;"Germany";"Bolivia";"5";"428";"LMICs";0.0;-0.0;"DRINKING WATER SUPPLY POTOSÍ";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Drinking water supply Potosí";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Sistema Agua Pot.Potosí";"";"";0.317043;"";"";"";"";"";"";"";""
986277;"Germany";"Uganda";"5";"285";"LDCs";0.0;-0.0;"INTEGRATED WATER AND SANITATION PROGRAMME FOR THE URBAN POOR IN KAMPALA DISTRICT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated water and sanitation programme for the urban poor in Kampala district";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"";"";"Integriertes Programm zur Wasserversorgung und Wasserentsorgung für die arme urbane Bevölkerung in Kampala";"";"";0.0707719;"";"";"";"";"";"";"";""
986400;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Urban water supply Songea";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Urban water supply Songea";"";"";0.031583;"";"";"";"";"";"";"";""
986452;"Germany";"Lebanon";"5";"555";"UMICs";0.0;-0.0;"AL GHADIR-SEWERAGE PROJECT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Al Ghadir-Sewerage Project";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Al Ghadir-Sewerage Project";"";"";0.24777;"";"";"";"";"";"";"";""
986509;"Germany";"Bolivia";"5";"428";"LMICs";0.0;-0.0;"WATER SUPPLY AND SEWAGE TREATMENT IN SMALL TOWNS II CHACO";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water supply and sewage treatment in small towns II Chaco";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Agua Potable/Alcant. Chaco";"";"";1.4689;"";"";"";"";"";"";"";""
986542;"Germany";"Uganda";"5";"285";"LDCs";0.0;-0.0;"WATER SUPPLY AND SEWERAGE ENTEBBE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Supply and Sewerage Entebbe";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Water Supply and Sewerage Entebbe";"";"";0.688218;"";"";"";"";"";"";"";""
