DonorName,RecipientName,IncomegroupName,USD_Commitment_Defl,USD_Received_Defl,ShortDescription,ChannelName,ChannelReportedName,CommitmentDate
Germany,Bolivia,LMICs,0.7376010000000001,,DRINKING WATER SUPPLY,,MINISTERIO DE HACIENDA,2002-03-01
Germany,Bolivia,LMICs,12.3992,,DRINKING WATER SUPPLY/WASTE WATER DISPOSAL,,"MINISTERIO DE HACIENDA, EDIFIC",2002-07-01
Germany,Bolivia,LMICs,21.402,,DRINKING WATER SUPPLY/WASTE WATER DISPOSAL,,MINISTERIO DE HACIENDA,2002-07-01
Germany,Bolivia,LMICs,0.275698,,GOVERNMENT CONTRIBUTIONS VIA NGO,,,2002-12-31
Germany,Bolivia,LMICs,0.632229,,WASTE WATER DISPOSAL,,"MINISTERIO DE HACIENDA, EDIFIC",2002-05-01
Germany,Colombia,UMICs,0.0221425,,WASTE MANAGEMENT/DISPOSAL,,,2002-12-31
Germany,Lebanon,UMICs,0.147231,,DRINKING WATER STERILISATION,,,2002-12-31
Germany,India,LMICs,0.07708,,GOVERNMENT CONTRIBUTIONS VIA NGO,,,2002-12-31
Germany,India,LMICs,1.01041,,WASTE MANAGEMENT/DISPOSAL,,,2002-12-31
Germany,India,LMICs,0.06660060000000001,,GOVERNMENT CONTRIBUTIONS VIA NGO,,,2002-12-31
Germany,India,LMICs,3.68945,,FINANCIAL PARTICIPATION OF WATER SUPPLY SYSTEMS,,GOVT OF INDIA MINISTRY,2002-11-01
Germany,India,LMICs,0.00360861,,FED. STATES CONTRIB.:  WATER,,,2002-12-31
Germany,Bangladesh,LDCs,0.211927,,GOVERNMENT CONTRIBUTIONS VIA NGO,,,2002-12-31
Germany,Bangladesh,LDCs,0.4824,,GOVERNMENT CONTRIBUTIONS VIA NGO,,,2002-12-31
Germany,Egypt,LMICs,2.81795,,DECENTRALISED WASTE MANAGEMENT IN THE GOVERNORSHIP KAFR EL SHEIKH,,,2004-12-31
Germany,Egypt,LMICs,2.11346,,PRIVATISATION OF WASTE MANAGEMENT,,,2004-12-31
Germany,Egypt,LMICs,4.22692,,STRATEGIC ADVISORY SERVICE OF MINISTRY OF WATER RESOURCES,,,2004-12-31
Germany,Egypt,LMICs,0.040987,,WATER RESOURCES POLICY/ADMIN. MANAGEMENT,,,2004-12-31
Germany,Egypt,LMICs,0.0556263,,EDUCATION/TRAINING: WATER SUPPLY & SANITATION,,,2004-12-31
Germany,Ethiopia,LDCs,0.0340972,,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,,,2004-12-31
Germany,Ethiopia,LDCs,0.0640519,,INTEGRATED SPECIALIST,,,2004-12-31
Germany,Ethiopia,LDCs,0.262224,,WATER SUPPLY & SANITATION - LARGE SYSTEMS,,,2004-12-31
Germany,Ethiopia,LDCs,0.0704909,,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,,,2004-12-31
Germany,Kenya,LMICs,0.0870605,,INTEGRATED SPECIALIST,,,2004-12-31
Germany,Kenya,LMICs,0.214587,,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,,,2004-12-31
Germany,Kenya,LMICs,0.0767045,,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,,,2004-12-31
Germany,Kenya,LMICs,0.352243,,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,,,2004-12-31
Germany,Kenya,LMICs,0.0562321,,DEVELOPMENT AID VOLUNTEER,,,2004-12-31
Germany,Kenya,LMICs,5.63589,,WATER SECTOR REFORM,,,2004-12-31
Germany,Kenya,LMICs,0.986281,,WATER SECTOR DEVELOPMENT,,MINISTRY OF FINANCE AND PLAN.,2004-09-01
Germany,Kenya,LMICs,0.528365,,WATER SUPPLY & SANITATION - LARGE SYSTEMS,,,2004-12-31
Germany,Kenya,LMICs,13.3852,0.0,WATER SECTOR DEVELOPMENT,,MINISTRY OF FINANCE AND PLAN.,2004-09-01
Germany,Rwanda,LDCs,0.0975714,,DEVELOPMENT AID VOLUNTEER,,,2004-12-31
Germany,Tanzania,LDCs,0.08165,,DEVELOPMENT AID VOLUNTEER,,,2004-12-31
Germany,Tanzania,LDCs,6.3403800000000015,,SANITATION AND DRAINAGE PROGRAMME,,MINISTRY OF FINANCE,2004-01-01
Germany,Tanzania,LDCs,0.704487,,SANITATION AND DRAINAGE PROGRAMME,,MINISTRY OF FINANCE,2004-01-01
Germany,Tanzania,LDCs,13.2472,,WATER SUPPLY PROGRAMME,,MINISTRY OF FINANCE,2004-05-01
Germany,Tanzania,LDCs,0.281795,,WATER SUPPLY PROGRAMME,,MINISTRY OF FINANCE,2004-05-01
Germany,Uganda,LDCs,3.94513,,DEVELOPMENT OF WATER RESOURCES SECTOR,,,2004-12-31
Germany,Uganda,LDCs,0.223858,,EDUCATION/TRAINING: WATER SUPPLY & SANITATION,,,2004-12-31
Germany,Uganda,LDCs,0.0293771,,DEVELOPMENT AID VOLUNTEER,,,2004-12-31
Germany,Uganda,LDCs,23.0522,0.0,WATER SUPPLY & SANITATION PROGRAMME,,MINISTRY OF FINANCE,2004-03-01
Germany,Uganda,LDCs,1.08491,,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,,,2004-12-31
Germany,Bolivia,LMICs,0.076775,,INTEGRATED SPECIALIST,,,2004-12-31
Germany,Bolivia,LMICs,0.08304489999999999,,INTEGRATED SPECIALIST,,,2004-12-31
Germany,Bolivia,LMICs,0.0847216,,INTEGRATED SPECIALIST,,,2004-12-31
Germany,Colombia,UMICs,0.0897234,,INTEGRATED SPECIALIST,,,2004-12-31
Germany,Lebanon,UMICs,0.040987,,WATER RESOURCES POLICY/ADMIN. MANAGEMENT,,,2004-12-31
Germany,Lebanon,UMICs,0.035182099999999994,,"MEDA-EFFICIENT MANAGEMENT OF WASTEWATER, IT'S TREATMENT AND REUSE",,,2004-12-31
Germany,Lebanon,UMICs,0.338154,,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,,,2004-12-31
Germany,India,LMICs,0.0704487,,WATER RESOURCES PROTECTION,,,2004-12-31
Germany,India,LMICs,0.0706741,,INTEGRATED SPECIALIST,,,2004-12-31
Germany,India,LMICs,0.0576834,,INTEGRATED SPECIALIST,,,2004-12-31
Germany,India,LMICs,0.141658,,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,,,2004-12-31
Germany,India,LMICs,0.221209,,EDUCATION/TRAINING: WATER SUPPLY & SANITATION,,,2004-12-31
Germany,India,LMICs,0.109336,,INTEGRATED SPECIALIST,,,2004-12-31
Germany,India,LMICs,0.0528365,,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,,,2004-12-31
Germany,Bangladesh,LDCs,0.429695,,WATER RESOURCES PROTECTION,,,2004-12-31
Germany,Egypt,LMICs,0.182417,0.0,EVALUATION OF CO-OPERATION URBAN RENEWAL IN CAIRO ALUMINIUM,Other,Other,2005-12-31
Germany,Egypt,LMICs,0.00246965,0.0,WASTE MANAGEMENT/DISPOSAL,Public Sector Institutions,Public sector,2005-12-31
Germany,Egypt,LMICs,3.92899,0.0,NATIONAL DRAINAGE PROJECT II,Public Sector Institutions,Public sector,2005-09-18
Germany,Egypt,LMICs,0.0701605,0.0,EDUC./TRNG:WATER SUPPLY & SANITATION,Public Sector Institutions,Public sector,2005-12-31
Germany,Egypt,LMICs,0.056296800000000015,,WATER RESOURCES POLICY/ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector,2005-12-31
Germany,Egypt,LMICs,0.0689678,,WATER RESOURCES POLICY/ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector,2005-12-31
Germany,Egypt,LMICs,0.00520591,,WATER RESOURCES POLICY/ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector,2005-12-31
Germany,Egypt,LMICs,0.037269300000000005,,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector,2005-12-31
Germany,Egypt,LMICs,0.0885566,,WASTE MANAGEMENT/DISPOSAL,Public Sector Institutions,Public sector,2005-12-31
Germany,Egypt,LMICs,0.00770363,,WASTE MANAGEMENT/DISPOSAL,Public Sector Institutions,Public sector,2005-12-31
Germany,Egypt,LMICs,0.0991789,,WASTE MANAGEMENT/DISPOSAL,Public Sector Institutions,Public sector,2005-12-31
Germany,Egypt,LMICs,0.042292800000000005,,EDUCATION AND TRAINING IN WATER SUPPLY AND SANITATION,Public Sector Institutions,Public sector,2005-12-31
Germany,Egypt,LMICs,0.409275,,EDUCATION AND TRAINING IN WATER SUPPLY AND SANITATION,Public Sector Institutions,Public sector,2005-12-31
Germany,Burundi,LDCs,23.7049,,PROGRAMME D'EAU,Public Sector Institutions,Public sector,2005-11-29
Germany,Burundi,LDCs,5.61284,,WATER PROGRAM,Public Sector Institutions,Public sector,2005-12-31
Germany,Burundi,LDCs,0.00453237,,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Ethiopia,LDCs,0.0525362,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Ethiopia,LDCs,0.373829,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Ethiopia,LDCs,0.0925839,,WATER RESOURCES POLICY/ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector,2005-12-31
Germany,Kenya,LMICs,0.701605,,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector,2005-11-17
Germany,Kenya,LMICs,0.134007,0.0,DEVELOPMENT EXPERT,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Kenya,LMICs,0.212067,0.0,DEVELOPMENT EXPERT,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Kenya,LMICs,0.010945,0.0,SOLAR POWERED DRINKING WATER CONVEYANCE,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Kenya,LMICs,0.561284,0.0,WATER SUPPLY & SANIT. - LARGE SYST.,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Kenya,LMICs,0.342383,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Kenya,LMICs,0.0238406,,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector,2005-12-31
Germany,Kenya,LMICs,0.252578,,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Kenya,LMICs,13.3305,0.0,WATER SUPP./SANI. NZOIA CLUST. PH.I ST.2,Public Sector Institutions,Public sector,2005-11-17
Germany,Rwanda,LDCs,0.159363,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Other,Other,2005-12-31
Germany,Rwanda,LDCs,0.0653195,0.0,DEVELOPMENT EXPERT,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Sudan,LDCs,0.0364695,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Tanzania,LDCs,8.55959,,"RURAL WATER SUPPLY EAST KILIMAJA, PH. II",Public Sector Institutions,Public sector,2005-07-12
Germany,Tanzania,LDCs,0.543043,,URBAN WATER SUPPLY (ACCOMP. MEASURE),Public Sector Institutions,Public sector,2005-07-12
Germany,Tanzania,LDCs,0.420963,,RURAL WATER SUPPLY EAST KILIMAN.,Public Sector Institutions,Public sector,2005-07-12
Germany,Tanzania,LDCs,16.0148,0.0,URBAN WATER SUPPLY II,Public Sector Institutions,Public sector,2005-07-12
Germany,Tanzania,LDCs,0.147604,0.0,DEVELOPMENT EXPERT,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Tanzania,LDCs,0.011801,0.0,TRANSPORT OF SPONSORED VEHICLES FOR GARBAGE COLLECTION,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Tanzania,LDCs,0.0140321,0.0,WATER SUPPLY IN NYERERE KOMBRA YOUTH ECO-VILLAGE UVIKIUTA YOUTH CENTRES,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Tanzania,LDCs,0.104216,0.0,DEVELOPMENT EXPERT,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Tanzania,LDCs,0.00813862,0.0,"BUILD FOR TOILETS IN A REFUGEE CAMP IN KIGOMA, TANZANIA",Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Tanzania,LDCs,0.304497,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Tanzania,LDCs,0.382122,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Tanzania,LDCs,0.0647021,,WATER RESOURCES POLICY/ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector,2005-12-31
Germany,Tanzania,LDCs,0.217498,,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Uganda,LDCs,0.229214,0.0,DEVELOPMENT EXPERT,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Uganda,LDCs,17.651,0.0,WATER SUPPLY AND SANITATION KAMPALA,Public Sector Institutions,Public sector,2005-08-25
Germany,Uganda,LDCs,0.106405,,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector,2005-12-31
Germany,Uganda,LDCs,0.23153,,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Bolivia,LMICs,0.030646100000000006,,WATER RESOURCES POLICY/ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector,2005-12-31
Germany,Bolivia,LMICs,0.0543604,,WATER RESOURCES POLICY/ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector,2005-12-31
Germany,Bolivia,LMICs,0.126191,,WATER RESOURCES POLICY/ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector,2005-12-31
Germany,Bolivia,LMICs,0.0424471,,RIVER BASINS DEVELOPMENT,Public Sector Institutions,Public sector,2005-12-31
Germany,Colombia,UMICs,0.0355012,,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector,2005-12-31
Germany,Colombia,UMICs,0.0923172,,RIVER BASINS DEVELOPMENT,Public Sector Institutions,Public sector,2005-12-31
Germany,Lebanon,UMICs,0.056296800000000015,,WATER RESOURCES POLICY/ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector,2005-12-31
Germany,Lebanon,UMICs,0.0584297,,WATER RESOURCES POLICY/ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector,2005-12-31
Germany,Lebanon,UMICs,0.00899458,,WASTE MANAGEMENT/DISPOSAL,Public Sector Institutions,Public sector,2005-12-31
Germany,Lebanon,UMICs,0.0046306,,EDUCATION AND TRAINING IN WATER SUPPLY AND SANITATION,Public Sector Institutions,Public sector,2005-12-31
Germany,Lebanon,UMICs,0.058542,,EDUCATION AND TRAINING IN WATER SUPPLY AND SANITATION,Public Sector Institutions,Public sector,2005-12-31
Germany,Lebanon,UMICs,0.041717500000000005,,EDUCATION AND TRAINING IN WATER SUPPLY AND SANITATION,Public Sector Institutions,Public sector,2005-12-31
Germany,Lebanon,UMICs,22.8104,0.0,AL GHADIR WASTE WATER,Public Sector Institutions,Public sector,2005-08-22
Germany,India,LMICs,0.0557355,,RAIL TRANSPORT,Public Sector Institutions,Public sector,2005-12-31
Germany,India,LMICs,0.00606187,,AGRICULTURAL FINANCIAL SERVICES,Public Sector Institutions,Public sector,2005-12-31
Germany,India,LMICs,0.0876025,,RAIL TRANSPORT,Public Sector Institutions,Public sector,2005-12-31
Germany,India,LMICs,0.187722,,WATER TRANSPORT,Public Sector Institutions,Public sector,2005-12-31
Germany,India,LMICs,0.00733879,,INFECTIOUS DISEASE CONTROL,Public Sector Institutions,Public sector,2005-12-31
Germany,India,LMICs,0.0511891,,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,India,LMICs,0.041380699999999986,,ROAD TRANSPORT,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,India,LMICs,0.0273486,,RAIL TRANSPORT,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,India,LMICs,0.06352340000000001,,ROAD TRANSPORT,Public Sector Institutions,Public sector,2005-12-31
Germany,India,LMICs,0.0302252,,ROAD TRANSPORT,Public Sector Institutions,Public sector,2005-12-31
Germany,Bangladesh,LDCs,0.431207,,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2005-12-31
Germany,Egypt,LMICs,0.00237175,0.0,WASTE MANAGEMENT/DISPOSAL,Public Sector Institutions,Public sector,2006-12-31
Germany,India,LMICs,4.19291,0.0,RURAL WATER SUPPLY,Public Sector Institutions,public sector,2006-06-26
Germany,Kenya,LMICs,0.698821,0.0,DEVELOPMENT OF THE WATER SECTOR II,Public Sector Institutions,public sector,2006-11-27
Germany,Ethiopia,LDCs,0.0999588,0.0,INTEGRATED EXPERTS,Public Sector Institutions,Public sector,2006-12-31
Germany,Bolivia,LMICs,0.112519,0.0,INTEGRATED EXPERTS,Public Sector Institutions,Public sector,2006-12-31
Germany,Egypt,LMICs,5.59056,0.0,WATER AND SANITATION MANAGEMENT,Public Sector Institutions,Public sector,2006-12-31
Germany,India,LMICs,0.232833,0.0,EFFECTIVE DEVELOPMENT THROUGH PROTECTION OF RESOURCES,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2006-12-31
Germany,Rwanda,LDCs,0.0128275,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Other,Other,2006-12-31
Germany,Bolivia,LMICs,0.139766,0.0,CAPACITY BUILDING FOR YOUTH IN WATER SUPPLY SYSTEMS IN BOLIVIA,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2006-12-31
Germany,Ethiopia,LDCs,0.0278152,0.0,ORGANIC WASTE,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2006-12-31
Germany,India,LMICs,0.07267810000000001,0.0,IRRIGATION AND TRAINING PROGRAMME,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2006-12-31
Germany,India,LMICs,0.0960838,0.0,UNEP E-WASTE RECYCLING SYSTEM,Multilateral Organisations,Multilateral Organisations,2006-12-31
Germany,India,LMICs,0.279533,0.0,UNEP DAMS AND DEVELOPMENT PROJECT (PHASE 2),Multilateral Organisations,Multilateral Organisations,2006-12-31
Germany,Burundi,LDCs,11.1298,0.0,PROGRAMME D'EAU,Public Sector Institutions,public sector,2006-12-11
Germany,Tanzania,LDCs,0.00699277,0.0,WATER SUPPLY AKERI VOCATIONAL CENTER,Other,Other,2006-12-31
Germany,Tanzania,LDCs,0.0139744,0.0,WATER SUPPLY IN NYERE COMBRA YOUTH ECO-VILLAGE,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2006-12-31
Germany,India,LMICs,1.39764,0.0,RURAL WATER SUPPLY,Public Sector Institutions,public sector,2006-06-26
Germany,Bolivia,LMICs,4.53622,0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,public sector,2006-12-21
Germany,Lebanon,UMICs,2.79528,0.0,REHABILITATION OF WATER AND WASTEWATER SYSTEMS,Public Sector Institutions,public sector,2006-12-07
Germany,Rwanda,LDCs,0.653546,0.0,APPROVISIONNEMENT EN EAU POTABLE DANS 8 COMMUNES RURALES,Public Sector Institutions,public sector,2006-03-21
Germany,India,LMICs,0.087187,0.0,INTEGRATED EXPERTS,Public Sector Institutions,Public sector,2006-12-31
Germany,Uganda,LDCs,0.0859955,0.0,INTEGRATED EXPERTS,Public Sector Institutions,Public sector,2006-12-31
Germany,India,LMICs,0.0076386000000000015,0.0,INTEGRATED EXPERTS,Public Sector Institutions,Public sector,2006-12-31
Germany,India,LMICs,0.0972864,0.0,INTEGRATED EXPERTS,Public Sector Institutions,Public sector,2006-12-31
Germany,Egypt,LMICs,0.0263565,0.0,INTEGRATED EXPERTS,Public Sector Institutions,Public sector,2006-12-31
Germany,Egypt,LMICs,0.0987785,0.0,INTEGRATED EXPERTS,Public Sector Institutions,Public sector,2006-12-31
Germany,Kenya,LMICs,13.2776,0.0,"DEVELOPMENT OF THE WATER SECTOR, II",Public Sector Institutions,public sector,2006-11-27
Germany,Egypt,LMICs,0.00177046,0.0,TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION,Public Sector Institutions,Public sector,2006-12-31
Germany,Sudan,LDCs,0.00151436,0.0,TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION,Public Sector Institutions,Public sector,2006-12-31
Germany,Kenya,LMICs,0.024986900000000003,0.0,TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION,Public Sector Institutions,Public sector,2006-12-31
Germany,Kenya,LMICs,0.0560535,0.0,TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION,Public Sector Institutions,Public sector,2006-12-31
Germany,Tanzania,LDCs,0.00328482,0.0,TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION,Public Sector Institutions,Public sector,2006-12-31
Germany,Tanzania,LDCs,0.073001,0.0,TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION,Public Sector Institutions,Public sector,2006-12-31
Germany,Tanzania,LDCs,0.032736900000000006,0.0,TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION,Public Sector Institutions,Public sector,2006-12-31
Germany,Egypt,LMICs,0.249101,0.0,REFORM OF THE WATER SECTOR IN THE MENA REGION,Public Sector Institutions,Public sector,2006-12-31
Germany,Lebanon,UMICs,0.0150656,0.0,REFORM OF THE WATER SECTOR IN THE MENA REGION,Public Sector Institutions,Public sector,2006-12-31
Germany,Colombia,UMICs,0.00338504,0.0,STRENGTHENING THE MANAGEMENT CAPACITIES OF ECUATORIAN WATER UTILITIES,Public Sector Institutions,Public sector,2006-12-31
Germany,Bolivia,LMICs,0.00338504,0.0,STRENGHTENING THE MANAGEMENT CAPACITIES OF ECUADORIAN WATER UTILITIES,Public Sector Institutions,Public sector,2006-12-31
Germany,India,LMICs,0.0205329,0.0,CONGRESS PARTICIPATIONS,Public Sector Institutions,Public sector,2006-12-31
Germany,Egypt,LMICs,0.00487713,0.0,"EFFICIENT MANAGEMENT OF WASTEWATER, TREATMENT AND REUSE",Public Sector Institutions,Public sector,2006-12-31
Germany,Lebanon,UMICs,0.15973099999999998,0.0,"WATER EFFICIENT MANAGEMENT OF WASTEWATER, TREATMENT AND REUSE",Public Sector Institutions,Public sector,2006-12-31
Germany,Uganda,LDCs,0.368535,0.0,WATRE PROJECT KITAGWENDA,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2006-12-31
Germany,Kenya,LMICs,0.035409300000000005,0.0,"CONSTRUCTION OF AN ELEVATED TANK FOR WATER, MBAGATHI",Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2006-12-31
Germany,Uganda,LDCs,0.0314452,0.0,IMPROVEMENT OF THE WATER SUPPLY IN MAKUKUULU,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2006-12-31
Germany,India,LMICs,0.5907220000000001,0.0,IMPROVING LIVELIHOODS,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2006-12-31
Germany,India,LMICs,0.010556,0.0,"WATER EFFICIENT MANAGEMENT OF WASTEWATER, TREATMENT AND REUSE",Public Sector Institutions,Public sector,2006-12-31
Germany,Tanzania,LDCs,0.7742939999999999,0.0,THE DIOCESAN DRINKING WATER PROGRAMME / MBULU,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2006-12-31
Germany,India,LMICs,0.040253,0.0,PLANNING AND IMPLEMENTATION OF DECENTRALIZED WASTEWATER TREATMENT SYSTEM,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,2006-12-31
Germany,Kenya,LMICs,0.117574,0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector,2006-12-31
Germany,Kenya,LMICs,0.258332,0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector,2006-12-31
Germany,Tanzania,LDCs,0.662788,0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector,2006-12-31
Germany,Uganda,LDCs,0.5647220000000001,0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector,2006-12-31
Germany,Tanzania,LDCs,0.00842919,0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector,2006-12-31
Germany,Lebanon,UMICs,4.19291,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector,2006-12-31
Germany,Kenya,LMICs,2.51575,0.0,WATER SECTOR REFORM,Public Sector Institutions,Public sector,2006-12-31
Germany,Rwanda,LDCs,0.0200844,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Other,Other,
Germany,Colombia,UMICs,0.00834699,0.0,RIVER DEVELOPMENT,Public Sector Institutions,Public sector,
Germany,Uganda,LDCs,0.00137329,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,
Germany,Uganda,LDCs,0.0102998,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,
Germany,India,LMICs,0.0460061,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,
Germany,Ethiopia,LDCs,0.0247198,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector,
Germany,Uganda,LDCs,0.00686656,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Other,Other,
Germany,Tanzania,LDCs,0.0137332,0.0,WASTE MANAGEMENT/DISPOSAL,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.0161296,0.0,WASTE MANAGEMENT/DISPOSAL,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,2.74663,0.0,WATER SUPPLY & SANIT. - LARGE SYST.,Public Sector Institutions,KfW,2007-12-14
Germany,Egypt,LMICs,2.74663,0.0,SEWERAGE DISPOSAL KAFR EL SHEIKH (A.M),Public Sector Institutions,KfW,2007-09-17
Germany,Uganda,LDCs,8.2399,0.0,PROTECTION OF LAKE VICTORIA,Public Sector Institutions,KfW,2007-11-22
Germany,Tanzania,LDCs,9.75055,0.0,WATER SUPPLY MOSHI RURAL,Public Sector Institutions,KfW,2007-02-23
