DonorName,RecipientName,RecipientCode,IncomegroupName,USD_Commitment_Defl,ShortDescription,AgencyName,FlowCode,SectorCode,ProjectTitle,PurposeName,SectorName,ChannelName,ChannelReportedName,ExpectedStartDate,CompletionDate,LongDescription,CommitmentDate,Recipientstat SI.SPR.PCAP,Recipientstat SI.POV.XPND.MD,Recipientstat SP.POP.TOTL,Recipientstat AG.SRF.TOTL.K2,year
Germany,Peru,454,UMICs,1.90211,WATER SUPPLY WASTE WATER DISPOSAL,Kreditanstalt für Wiederaufbau,11,140,WATER SUPP.WASTEWATER DISPOSAL,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,MINIST.DE ECON.Y FIN.DIR.GRAL.,2005-07-01,2010-06-01,NaN,2004-12-01,0.0,0.0,27624213.0,1285220.0,2004
Germany,Peru,454,UMICs,11.4127,WATER SUPPLY / WASTE WATER DISPOSAL,Kreditanstalt für Wiederaufbau,13,140,WATER SUPPL.WASTE WATER DISPOS,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,MINIST.DE ECON.Y FIN.DIR.GRAL.,2005-07-01,2010-06-01,NaN,2004-12-01,0.0,0.0,27624213.0,1285220.0,2004
Germany,Peru,454,UMICs,11.3986,WATER SUPPLY / WASTE WATER DISPOSAL,Kreditanstalt für Wiederaufbau,11,140,WATER SUPP.WASTEWATER DISPOSAL,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,MINIST.DE ECON.Y FIN.DIR.GRAL.,2005-07-01,2010-06-01,NaN,2004-12-01,0.0,0.0,27624213.0,1285220.0,2004
Germany,West Bank and Gaza Strip,550,LMICs,7.74935,JERUSALEM WATER UNDERTAKING,Kreditanstalt für Wiederaufbau,13,140,JERUSALEM WATER UNDERTAKING,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,JERUSALEM WATER UNDERTAKING,2005-01-01,2009-12-01,NaN,2004-12-01,0.0,0.0,3236626.0,6020.0,2004
Germany,West Bank and Gaza Strip,550,LMICs,7.74935,JERUSALEM WATER UNDERTAKING,Kreditanstalt für Wiederaufbau,11,140,JERUSALEM WATER UNDERTAKING,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,JERUSALEM WATER UNDERTAKING,2005-01-01,2009-12-01,NaN,2004-12-01,0.0,0.0,3236626.0,6020.0,2004
Germany,Tunisia,139,LMICs,35.2243,IMPROVEMENT OF WATER SUPPLY,Kreditanstalt für Wiederaufbau,13,140,WATER SUPP.IMPROV.SOUTHTUNISIA,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,SOC.NAT.EXPL.ET DE DISTRIB.,2005-07-01,2009-02-01,NaN,2004-12-01,0.0,0.0,10022277.0,163610.0,2004
Germany,Serbia,63,UMICs,11.2718,REHAB. OF URBAN WATER SUPPLY & SEW. SYSTEMS,Kreditanstalt für Wiederaufbau,11,140,REHAB.O.URBAN WAT.SUPPL. & SEW,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,MINISTRY OF INTERN.ECONO.RELA.,2005-03-01,2009-03-01,NaN,2004-12-01,0.0,0.0,7463157.0,88360.0,2004
Germany,Serbia,63,UMICs,2.81795,REHAB.OF URB AN WATER SUPPLY & SEW. SYSTEMS,Kreditanstalt für Wiederaufbau,11,140,REHAB.O.URB.WATER SUPPLY&SEW.,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,MINISTRY OF INTERN.ECONO.RELA.,2005-03-01,2009-03-01,NaN,2004-12-01,0.0,0.0,7463157.0,88360.0,2004
Germany,Thailand,764,UMICs,0.245288,WASTE MANAGEMENT/DISPOSAL,Federal Ministries,11,140,VERBUNDPROJEKT: HANDLUNGSEMPFEHLUNGEN ZUR ERKUNDUNG DES UNTERGRUNDES VON DEPONIE- UND ALTABLAGERUNGSSTANDORTEN IN THAILAND - TEILVORHABEN 1: GESAMTPROJEKTKOORDINIERUNG UND ERPROBUNG NEUER GEOPHYSIKALISCHER VERFAHREN,Waste management/disposal,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,64995299.0,513120.0,2004
Germany,Philippines,755,LMICs,0.08453839999999999,WATER RESOURCES PROTECTION,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,GEMEINDEBASIERTES PROGRAMM ZUM ERHALT UND MANAGEMENT VON KÜSTENRESSOURCEN IN 8 GEMEINDEN DER PROVINZ NEGROS ORIENTAL,Water resources conservation (including data collection),I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,84710542.0,300000.0,2004
Germany,Thailand,764,UMICs,0.16276500000000002,WASTE MANAGEMENT/DISPOSAL,Federal Ministries,11,140,VERBUNDPROJEKT: HANDLUNGSEMPFEHLUNGEN ZUR ERKUNDUNG DES UNTERGRUNDES VON DEPONIE- UND ALTABLAGERUNGSSTANDORTEN IN THAILAND - TEILVORHABEN 4: HYDROGEOLOGIE UND GEOCHEMIE,Waste management/disposal,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,64995299.0,513120.0,2004
Germany,Philippines,755,LMICs,0.0879904,INTEGRATED SPECIALIST,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,INTEGRATED SPECIALIST,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,84710542.0,300000.0,2004
Germany,Philippines,755,LMICs,0.0975291,INTEGRATED SPECIALIST,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,INTEGRATED SPECIALIST,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,84710542.0,300000.0,2004
Germany,Uzbekistan,617,LMICs,0.125878,DEVELOPMENT AID VOLUNTEER,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,DEVELOPMENT AID VOLUNTEER,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,25864350.0,447400.0,2004
Germany,Philippines,755,LMICs,0.285514,DEVELOPMENT AID VOLUNTEER,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,DEVELOPMENT AID VOLUNTEER,Waste management/disposal,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,84710542.0,300000.0,2004
Germany,Yemen,580,LDCs,0.0913578,INTEGRATED SPECIALIST,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,INTEGRATED SPECIALIST,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,19540098.0,527970.0,2004
Germany,Viet Nam,769,LMICs,0.378267,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,"TRINKWASSERVERSORGUNG NGU LOC, VIETNAM",Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,83062821.0,329313.984375,2004
Germany,Yemen,580,LDCs,0.09262589999999997,DEVELOPMENT AID VOLUNTEER,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,DEVELOPMENT AID VOLUNTEER,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,19540098.0,527970.0,2004
Germany,Yemen,580,LDCs,0.123299,INTEGRATED SPECIALIST,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,INTEGRATED SPECIALIST,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,19540098.0,527970.0,2004
Germany,Paraguay,451,UMICs,2.11346,ENHANCING DECENTRALISED WATER SECTOR,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,STÄRKUNG DES DEZENTRALEN WASSERSEKTORS,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,5730549.0,406750.0,2004
Germany,Costa Rica,336,UMICs,4.93141,PROGRAMME MANAGEMENT OF ENVIRONMENT,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,PROGRAMM UMWELTMANAGEMENT,Waste management/disposal,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,4225155.0,51100.0,2004
Germany,Togo,283,LDCs,0.109181,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,WASSERVERSORGUNG IM CANTON GAPÉ KPODZI,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,5467766.0,56790.0,2004
Germany,Yemen,580,LDCs,0.06605269999999999,DEVELOPMENT AID VOLUNTEER,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,DEVELOPMENT AID VOLUNTEER,Education and training in water supply and sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,19540098.0,527970.0,2004
Germany,Yemen,580,LDCs,0.040987,WATER RESOURCES POLICY/ADMIN. MANAGEMENT,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,REFORM DES WASSERSEKTORS IN DER MENA-REGION,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,19540098.0,527970.0,2004
Germany,Tunisia,139,LMICs,0.0516389,EDUCATION/TRAINING: WATER SUPPLY & SANITATION,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,"MANAGEMENTTRAINING FÜR NATIONALE TRAINER - ZUSAMMENARBEIT MIT IFAD, NORDAFRIKA",Education and training in water supply and sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,10022277.0,163610.0,2004
Germany,Yemen,580,LDCs,0.14125,SUSTAINABLE WATER AND WASTE WATER MANAGEMENT NAHER OSTEN 2002-2005,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,SUSTAINABLE WATER AND WASTE WATER MANAGEMENT NAHER OSTEN 2002-2005,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,19540098.0,527970.0,2004
Germany,Yemen,580,LDCs,0.06605269999999999,DEVELOPMENT AID VOLUNTEER,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,DEVELOPMENT AID VOLUNTEER,Education and training in water supply and sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,19540098.0,527970.0,2004
Germany,Yemen,580,LDCs,0.704487,INTEGRATED WATER RESOURCES MANAGEMENT,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,INTEGRATED WATER RESOURCES MANAGEMENT,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,19540098.0,527970.0,2004
Germany,Tunisia,139,LMICs,0.040987,WATER RESOURCES POLICY/ADMIN. MANAGEMENT,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,REFORM DES WASSERSEKTORS IN DER MENA-REGION,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,10022277.0,163610.0,2004
Germany,Yemen,580,LDCs,0.0577116,DEVELOPMENT AID VOLUNTEER,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,DEVELOPMENT AID VOLUNTEER,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,19540098.0,527970.0,2004
Germany,Yemen,580,LDCs,0.120087,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,TRINKWASSERVERSORGUNG AL WASITAH (AR),Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,19540098.0,527970.0,2004
Germany,Yemen,580,LDCs,0.249078,WASTE MANAGEMENT/DISPOSAL,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,BERATUNG UND AUSBILDUNG IM ABFALLWIRTSCHAFTSSEKTOR,Waste management/disposal,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,19540098.0,527970.0,2004
Germany,Yemen,580,LDCs,2.11346,TECHNICAL SECRETARIAT IN WATER SECTOR,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,TECHNISCHES SEKRETARIAT IM WASSERSEKTOR,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,19540098.0,527970.0,2004
Germany,Philippines,755,LMICs,0.0890048,INTEGRATED SPECIALIST,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,INTEGRATED SPECIALIST,Education and training in water supply and sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,84710542.0,300000.0,2004
Germany,Thailand,764,UMICs,0.0526674,INTEGRATED SPECIALIST,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,INTEGRATED SPECIALIST,Waste management/disposal,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,64995299.0,513120.0,2004
Germany,Philippines,755,LMICs,0.0592896,DEVELOPMENT AID VOLUNTEER,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,DEVELOPMENT AID VOLUNTEER,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,84710542.0,300000.0,2004
Germany,Indonesia,738,LMICs,0.0445236,WASTE MANAGEMENT/DISPOSAL,Federal Ministries,11,140,BIOLOGISCHE BEHANDLUNG VON PROBLEMABFÄLLEN UND -ABWÄSSERN - BEGLEITFORSCHUNG I.R. DER DEMONSTRATIONSANLAGE (JAKARTA),Waste management/disposal,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,223285676.0,1910930.0,2004
Germany,Philippines,755,LMICs,0.0422833,INTEGRATED SPECIALIST,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,INTEGRATED SPECIALIST,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,84710542.0,300000.0,2004
Germany,West Bank and Gaza Strip,550,LMICs,0.422692,WASTE MANAGEMENT/DISPOSAL,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,ABFALLWIRTSCHAFT IM GAZASTREIFEN MIT DEPONIEBAUKOMPONENTE,Waste management/disposal,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,3236626.0,6020.0,2004
Germany,West Bank and Gaza Strip,550,LMICs,0.0782121,INTEGRATED SPECIALIST,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,INTEGRATED SPECIALIST,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,3236626.0,6020.0,2004
Germany,West Bank and Gaza Strip,550,LMICs,0.0785925,SUSTAINABLE WATER AND WASTE WATER MANAGEMENT NAHER OSTEN 2002-2005,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,SUSTAINABLE WATER AND WASTE WATER MANAGEMENT NAHER OSTEN 2002-2005,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,3236626.0,6020.0,2004
Germany,West Bank and Gaza Strip,550,LMICs,2.4657,MUNICIPAL WASTE MANAGEMENT AL BIREH/ RAMALLAH,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,KV-KOMMUNALE ABFALLWIRTSCHAFT AL BIREH/RAMALLAH,Waste management/disposal,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,3236626.0,6020.0,2004
Germany,West Bank and Gaza Strip,550,LMICs,0.035182099999999994,"MEDA-EFFICIENT MANAGEMENT OF WASTEWATER, IT'S TREATMENT AND REUSE",Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,"MEDA-EFFICIENT MANAGEMENT OF WASTEWATER, IT'S TREATMENT AND REUSE",Education and training in water supply and sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,3236626.0,6020.0,2004
Germany,West Bank and Gaza Strip,550,LMICs,0.040987,WATER RESOURCES POLICY/ADMIN. MANAGEMENT,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,REFORM DES WASSERSEKTORS IN DER MENA-REGION,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,3236626.0,6020.0,2004
Germany,West Bank and Gaza Strip,550,LMICs,0.313581,DEVELOPMENT AID VOLUNTEER,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,DEVELOPMENT AID VOLUNTEER,Waste management/disposal,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,3236626.0,6020.0,2004
Germany,Jordan,549,LMICs,1.97256,MANAGEMENT OF UNDERGROUND - WATER - RESOURCES,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,GRUNDWASSER-RESSOURCEN- MANAGEMENT,Water resources conservation (including data collection),I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,5580244.0,88780.0,2004
Germany,Jordan,549,LMICs,0.0443122,WATER RESOURCES POLICY/ADMIN. MANAGEMENT,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,WASSERWIRTSCAHFTLICHE PLANUNG JORDANIENS,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,5580244.0,88780.0,2004
Germany,Jordan,549,LMICs,3.38154,IMPROVEMENT OF STEERING COMPETENCE IN THE WATER SECTOR,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,IMPROVEMENT OF STEERING COMPETENCE IN THE WATER SECTOR,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,5580244.0,88780.0,2004
Germany,Jordan,549,LMICs,0.040987,WATER RESOURCES POLICY/ADMIN. MANAGEMENT,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,REFORM DES WASSERSEKTORS IN DER MENA-REGION,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,5580244.0,88780.0,2004
Germany,Jordan,549,LMICs,2.11346,ADVISORY SERVICE REGARDING OPERATING IN WATER AUTHORITY OF JORDAN,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,KV - BETRIEBSBERATUNG BEI DER WATER AUTHORITY OF JORDAN,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,5580244.0,88780.0,2004
Germany,Jordan,549,LMICs,0.072224,INTEGRATED SPECIALIST,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,INTEGRATED SPECIALIST,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,5580244.0,88780.0,2004
Germany,Jordan,549,LMICs,0.035182099999999994,"MEDA-EFFICIENT MANAGEMENT OF WASTEWATER, IT'S TREATMENT AND REUSE",Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,"MEDA-EFFICIENT MANAGEMENT OF WASTEWATER, IT'S TREATMENT AND REUSE",Education and training in water supply and sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,5580244.0,88780.0,2004
Germany,Jordan,549,LMICs,0.05631669999999999,EDUCATION/TRAINING: WATER SUPPLY & SANITATION,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,"TECHNOLOGIE, UMWELT UND VERMITTLUNGSKOMPETENZ IN DER WASSERVER- UND -ENTSORGUNG",Education and training in water supply and sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,5580244.0,88780.0,2004
Germany,Peru,454,UMICs,4.22692,DRINKING WATER AND SANITARY PROGRAMME PROAGUA,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,TRINKWASSER- UND SANITAERPROGRAMM PROAGUA,Education and training in water supply and sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,27624213.0,1285220.0,2004
Germany,Peru,454,UMICs,0.134191,WATER RESOURCES POLICY/ADMIN. MANAGEMENT,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,STÄRKUNG DER WIRTSCHAFTLICHEN TRAGFÄHIGKEIT PERUANISCHER WASSERVERSORGUNGSUNTERNEHMEN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,27624213.0,1285220.0,2004
Germany,Ecuador,440,UMICs,0.100108,WATER RESOURCES POLICY/ADMIN. MANAGEMENT,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,FÖRDERUNG DER MANAGEMENT-KOMPETENZ ECUADOREANISCHER WASSERVERSORGUNGSUNTERNEHMEN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,13596388.0,256370.0,2004
Germany,Ecuador,440,UMICs,0.513359,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,TRINKWASSERVERSORGUNG IN INDIGENEN HOCHLANDGEMEINDEN / ECUADOR,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,13596388.0,256370.0,2004
Germany,Colombia,437,UMICs,0.0897234,INTEGRATED SPECIALIST,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,INTEGRATED SPECIALIST,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,42075955.0,1141750.0,2004
Germany,Chile,434,MADCTs,0.0480319,INTEGRATED SPECIALIST,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,INTEGRATED SPECIALIST,Waste management/disposal,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,16014971.0,756096.015625,2004
Germany,Brazil,431,UMICs,0.0796915,DEVELOPMENT AID VOLUNTEER,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,DEVELOPMENT AID VOLUNTEER,Waste management/disposal,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,184006481.0,8515770.0,2004
Germany,Bolivia,428,LMICs,0.0847216,INTEGRATED SPECIALIST,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,INTEGRATED SPECIALIST,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,9069039.0,1098580.0,2004
Germany,Bolivia,428,LMICs,0.08304489999999999,INTEGRATED SPECIALIST,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,INTEGRATED SPECIALIST,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,9069039.0,1098580.0,2004
Germany,Bolivia,428,LMICs,0.076775,INTEGRATED SPECIALIST,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,INTEGRATED SPECIALIST,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,9069039.0,1098580.0,2004
Germany,Nicaragua,364,LMICs,0.199215,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,"TRINKWASSERVERSORGUNG IN EL COYOLAR, POCHOTILLO, SAN DIEGO, NICARAGUA",Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,5364935.0,130370.0,2004
Germany,Nicaragua,364,LMICs,0.0882299,INTEGRATED SPECIALIST,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,INTEGRATED SPECIALIST,Waste management/disposal,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,5364935.0,130370.0,2004
Germany,Nicaragua,364,LMICs,1.69077,URBAN WATER AND SEWERAGE,Kreditanstalt für Wiederaufbau,11,140,WATER SUPPLY AND SEWAGE TREATMENT J,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,MINISTERIO DE COOPERACION EXTERNA,NaN,NaN,NaN,2004-12-31,0.0,0.0,5364935.0,130370.0,2004
Germany,Mexico,358,UMICs,0.08180499999999999,INTEGRATED SPECIALIST,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,INTEGRATED SPECIALIST,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,104514932.0,1964380.0,2004
Germany,Lebanon,555,UMICs,0.040987,WATER RESOURCES POLICY/ADMIN. MANAGEMENT,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,11,140,REFORM DES WASSERSEKTORS IN DER MENA-REGION,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,4569378.0,10450.0,2004
Germany,Mexico,358,UMICs,0.361388,WATER SUPPLY & SANITATION - LARGE SYSTEMS,Federal Ministries,11,140,VERBUNDPROJEKT: KEIMZAHLREDUKTION VON ABWÄSSERN IN PFLANZENKLÄRANLAGEN - TEILPROJEKT 2: ANWENDUNG HYGIENISCHER UND ÖKOTOXIKOLOGISCHER TESTSYSTEME ZUR EVALUIERUNG DER ANLAGENEFFIZIENZ,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2004-12-31,0.0,0.0,104514932.0,1964380.0,2004
