"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
272341;"Germany";"Armenia";"5";"610";"LMICs";3.78965;0.0;"WATER SUPPLY & SANITATION: COMMUNAL INFRASTRUCTURE PROGRAMME";"Kreditanstalt für Wiederaufbau";"13";"140";"COMMUNAL INFRASTRUCTURE PROGRAMME";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"Ministry of finance & economy";"2000-09-01";"2004-09-01";"";"2000-06-21";0.0;0.0;3069591.0;29740.0
272480;"Germany";"Azerbaijan";"5";"611";"UMICs";21.98;0.0;"WATER SUPPLY & SANITATION: COMMUNAL INFRASTRUCTURE PROGRAMME";"Kreditanstalt für Wiederaufbau";"13";"140";"COMMUNAL INFRASTRUCTURE PROGRAMME";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"Ministry of finance";"2000-08-01";"2003-08-01";"";"2000-06-21";0.0;0.0;8048600.0;86600.0
273062;"Germany";"Uzbekistan";"5";"617";"LMICs";0.11141600000000002;"";"WATER RESOURCES PROTECTION";"Federal Ministries";"11";"140";"THE ARAL SEA DILEMMA: IMPROVEMENT OF WATER- AND LAND-USE PRACTICES IN THE RU- RAL AREAS OF AMU DARYA";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;24650400.0;447400.0
274295;"Germany";"India";"5";"645";"LMICs";0.0414739;"";"FED. STATES CONTRIB.:  WATER";"Federal states and local governments";"11";"140";"ENTWICKLUNGSZUSAMMENARBEIT DER BUNDESLÄNDER";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;1056575549.0;3287260.0
274315;"Germany";"India";"5";"645";"LMICs";0.49557299999999993;"";"WATER SUPPLY & SANIT. - LARGE SYST.";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;1056575549.0;3287260.0
274335;"Germany";"India";"5";"645";"LMICs";0.0715486;"";"WATER RESOURCES PROTECTION";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;1056575549.0;3287260.0
274336;"Germany";"India";"5";"645";"LMICs";0.109142;"";"WATER RESOURCES POLICY/ADMIN. MGMT";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;1056575549.0;3287260.0
274338;"Germany";"India";"5";"645";"LMICs";2.04641;"";"WATER SUPPLY IN MAHARASHTRA";"Kreditanstalt für Wiederaufbau";"11";"140";"RURAL WATER SUPPLY MAHARASHTRA";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"ministry of finance";"";"";"";"2000-12-28";0.0;0.0;1056575549.0;3287260.0
274346;"Germany";"India";"5";"645";"LMICs";33.2731;0.0;"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"RURAL WATER SUPPLY MAHARASHTRA";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"ministry of finance";"2001-06-01";"2007-12-01";"";"2000-12-28";0.0;0.0;1056575549.0;3287260.0
276954;"Germany";"Cambodia";"5";"728";"LDCs";0.026307;"";"FED. STATES CONTRIB.:  WASTE MGMT";"Federal states and local governments";"11";"140";"ENTWICKLUNGSZUSAMMENARBEIT DER BUNDESLÄNDER";"Waste management/disposal";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;12155239.0;181040.0
277549;"Germany";"Indonesia";"5";"738";"LMICs";4.54758;"";"WATER SUPPLY & SANIT. - LARGE SYST.";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"WASSERVER- UND -ENTSORGUNG IN ARMUTSGEBIETEN VON NTB UND NTT";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;211513823.0;1910930.0
277564;"Germany";"Indonesia";"5";"738";"LMICs";0.11369000000000001;"";"WATER RESOURCES PROTECTION";"Federal Ministries";"11";"140";"VERBUNDPROJEKT: MERMAID-TECHNOL.- TEIL 2: ANWENDUNG F.VERBESSERTE BEWER- TUNG D. WASSERQUALITÄT";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;211513823.0;1910930.0
277567;"Germany";"Indonesia";"5";"738";"LMICs";0.151586;"";"WASTE MANAGEMENT/DISPOSAL";"Federal Ministries";"11";"140";"BIOLOG. BEHANDLUNG V. PROBLEMABFÄLLEN U. -ABWÄSSERN - BEGLEITFORSCHUNG I.R. DER DEMONSTRATIONSANLAGE";"Waste management/disposal";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;211513823.0;1910930.0
277569;"Germany";"Indonesia";"5";"738";"LMICs";0.022737900000000002;"";"WATER RESOURCES POLICY/ADMIN. MGMT";"Federal Ministries";"11";"140";"MÖGLICHKEITEN U. GRENZEN D. WASSER-U. ENERGIEBEWIRTSCHAFTUNG GROSSER UNTER- IRD.WASSERVORRÄTE IN WON";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;211513823.0;1910930.0
277594;"Germany";"Indonesia";"5";"738";"LMICs";0.140217;"";"WASTEWATER TREATMENT WITHIN PALM OIL PRODUCTION";"Federal Ministries";"11";"140";"BEHANDLUNG VON ABWASSER  AUS DER PALMÖLPRODUKTION";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;211513823.0;1910930.0
278294;"Germany";"Lao People's Democratic Republic";"5";"745";"LDCs";0.261486;"";"WATER SUPPLY LUANG PRABANG";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY LUANG PRABANG II";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"ministry of finance";"1996-01-01";"2002-12-01";"";"2000-12-07";0.0;0.0;5323700.0;236800.0
279103;"Germany";"Philippines";"5";"755";"LMICs";0.050857099999999995;"";"WATER SUPPLY & SANIT. - LARGE SYST.";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;77991755.0;300000.0
279738;"Germany";"Thailand";"5";"764";"UMICs";0.00530551;"";"WASTE MANAGEMENT/DISPOSAL";"Federal Ministries";"11";"140";"VERBUNDPROJEKT - TEILVORHABEN 5: SZENARIOANALYSE U. HANDLUNGSEMPFEHLUNGEN";"Waste management/disposal";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;62952642.0;513120.0
279739;"Germany";"Thailand";"5";"764";"UMICs";0.00303172;"";"WASTE MANAGEMENT/DISPOSAL";"Federal Ministries";"11";"140";"VERBUNDPROJ.: HANDLUNGSEMPFEHL. Z.ERKUNDUNG V. DEPONIE-U.ALTABLAGERUNGS... TEILVORHABEN 2: GEOPHYSIK";"Waste management/disposal";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;62952642.0;513120.0
279740;"Germany";"Thailand";"5";"764";"UMICs";0.160681;"";"WASTE MANAGEMENT/DISPOSAL";"Federal Ministries";"11";"140";"VERBUNDPROJEKT - TEILVORHABEN 1: GESAMTPROJEKTKOORDINIERUNG U. ERPROBUNG NEUER PHYSIKAL. VERFAHREN";"Waste management/disposal";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;62952642.0;513120.0
279741;"Germany";"Thailand";"5";"764";"UMICs";0.0121269;"";"WASTE MANAGEMENT/DISPOSAL";"Federal Ministries";"11";"140";"VERBUNDPROJEKT - TEILVORHABEN 6: GEOFERNERKUNDUNG";"Waste management/disposal";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;62952642.0;513120.0
280600;"Germany";"Viet Nam";"5";"769";"LMICs";1.1369;"";"WATER SUPPLY & SANIT. - LARGE SYST.";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"BERATUNG BEI DER ENTSORGUNG VON WASSER UND MUELL";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;79910412.0;329240.0
280615;"Germany";"Viet Nam";"5";"769";"LMICs";0.045475800000000004;"";"FED. STATES CONTRIB.:  WATER EDUCATION";"Federal states and local governments";"11";"140";"ENTWICKLUNGSZUSAMMENARBEIT DER BUNDESLÄNDER";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;79910412.0;329240.0
280622;"Germany";"Viet Nam";"5";"769";"LMICs";0.123606;"";"WATER SUPPLY & SANIT. - SMALL SYST.";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;79910412.0;329240.0
283421;"Germany";"Tunisia";"5";"139";"LMICs";6.15195;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;9509857.0;163610.0
283424;"Germany";"Tunisia";"5";"139";"LMICs";10.8237;"";"WATER SUPPLY, RURAL AREAS";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPP RUR SCATT SETTLE IV";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTERE DES AFFAIRES ETRANGERES";"1999-01-01";"2002-12-01";"";"1998-11-01";0.0;0.0;9509857.0;163610.0
283427;"Germany";"Tunisia";"5";"139";"LMICs";34.0607;0.0;"SEWERAGE IN SOUSSE, KAIROAN,  NEFZA";"Kreditanstalt für Wiederaufbau";"13";"140";"SEWERAGE SOUSSE KAIROUAN NEFZA";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"OFFICE NATIONAL DE L ASSAINISSEMENT";"1999-01-01";"2002-12-01";"";"1998-12-01";0.0;0.0;9509857.0;163610.0
283816;"Germany";"Egypt";"5";"142";"LMICs";37.8452;"";"WASTE WATER FACILITIES, AMRIYA DIST.";"Kreditanstalt für Wiederaufbau";"11";"140";"WASTE WATER PROGRAMME AMRIYA";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"CENTRAL BANK OF EGYPT";"1999-01-01";"2003-12-01";"";"1998-12-01";0.0;0.0;66200269.0;1001450.0
284618;"Germany";"South Africa";"5";"218";"UMICs";11.6156;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;43682260.0;1219090.0
284621;"Germany";"South Africa";"5";"218";"UMICs";20.4364;0.0;"MUNICIPAL INFRASTRUCTURE INVESTMENT";"Kreditanstalt für Wiederaufbau";"13";"140";"MUNICIPAL INFRASTRUCTURE";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"DEVELOPMENT BANK OF SOUTHERN AFRICA LIMI";"1999-01-01";"2000-12-01";"";"1998-11-01";0.0;0.0;43682260.0;1219090.0
285170;"Germany";"Cameroon";"5";"229";"LMICs";0.0111854;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;14723768.0;475440.0
285309;"Germany";"Cabo Verde";"5";"230";"LMICs";0.0318352;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;412514.0;4030.0
285422;"Germany";"Central African Republic";"5";"231";"LDCs";1.4196799999999998;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;3475492.0;622980.0
285928;"Germany";"Benin";"5";"236";"LDCs";3.57071;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;6470265.0;114760.0
285930;"Germany";"Benin";"5";"236";"LDCs";3.7845199999999997;"";"CONSTRUCTION OF RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"RURAL WATER SUPPLY";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTERE DES FINANCES";"1998-01-01";"2000-12-01";"";"1998-09-01";0.0;0.0;6470265.0;114760.0
286257;"Germany";"Ethiopia";"5";"238";"LDCs";0.8604120000000001;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;62507724.0;1104300.0
286679;"Germany";"Guinea";"5";"243";"LDCs";0.6044390000000001;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;7860781.0;245860.0
286909;"Germany";"Côte d'Ivoire";"5";"247";"LMICs";9.83976;0.0;"WATER SUPPLY EQUIP.,IVORY TOWNS";"Kreditanstalt für Wiederaufbau";"13";"140";"SECTOR TIED PROGRAM WATER SUPP";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MIN DE L ECONOMIE ET DES FINANCES";"1998-01-01";"2001-10-01";"";"1998-07-01";0.0;0.0;15589414.0;322460.0
287457;"Germany";"Kenya";"5";"248";"LMICs";2.09725;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;30250488.0;580370.0
287883;"Germany";"Madagascar";"5";"252";"LDCs";0.68833;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;14808791.0;587040.0
288128;"Germany";"Malawi";"5";"253";"LDCs";4.30206;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;10552338.0;118480.0
288129;"Germany";"Malawi";"5";"253";"LDCs";7.569039999999999;"";"WATER SUPPLY, MANGOCHI DISTRICT";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY MANGOCHI DISTRICT";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"1999-01-01";"2002-02-01";"";"1998-12-01";0.0;0.0;10552338.0;118480.0
288371;"Germany";"Mali";"5";"255";"LDCs";0.08173910000000001;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;10360561.0;1240190.0
289308;"Germany";"Niger";"5";"260";"LDCs";4.80239;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;10545716.0;1267000.0
289310;"Germany";"Niger";"5";"260";"LDCs";8.44932;"";"WELLS CONST./REHAB. IN RURAL MARADI";"Kreditanstalt für Wiederaufbau";"11";"140";"RURAL WATER SUPPLY MARADI II";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTERE DU PLAN";"2000-01-01";"2002-12-01";"";"1998-12-01";0.0;0.0;10545716.0;1267000.0
290179;"Germany";"Rwanda";"5";"266";"LDCs";2.59586;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;6962802.0;26340.0
290182;"Germany";"Rwanda";"5";"266";"LDCs";4.54143;"";"WATER EQUIPMT/SYSTEMS CONSTRUCTION";"Kreditanstalt für Wiederaufbau";"11";"140";"RURAL WATER SUPPLY 8 COMMUNES";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINAFFET SEE NOTES";"1999-02-01";"2003-02-01";"";"1998-12-01";0.0;0.0;6962802.0;26340.0
290484;"Germany";"Senegal";"5";"269";"LDCs";10.0238;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;9347774.0;196710.0
290486;"Germany";"Senegal";"5";"269";"LDCs";17.4088;0.0;"WATER SUPPLY REHAB. + EXTENSION";"Kreditanstalt für Wiederaufbau";"13";"140";"WATER SUPPLY FOR MEDIUM SIZED";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MIN DE L ECONOMIE DES FINANCES ET DU PLA";"1999-01-01";"2002-12-01";"";"1998-12-01";0.0;0.0;9347774.0;196710.0
290658;"Germany";"Eritrea";"5";"271";"LDCs";6.23799;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;2206432.0;117600.0
290661;"Germany";"Eritrea";"5";"271";"LDCs";10.9751;0.0;"IMPROVEMENT OF WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY AND SANITATION MA";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MUNICIPALITY OF MASSAWA OFFICE OF THE PR";"1998-01-01";"2000-10-01";"";"1998-08-01";0.0;0.0;2206432.0;117600.0
290917;"Germany";"Somalia";"5";"273";"LDCs";0.00129062;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;8235064.0;637660.0
291133;"Germany";"Namibia";"5";"275";"UMICs";0.8604120000000001;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;1731639.0;824290.0
291136;"Germany";"Namibia";"5";"275";"UMICs";1.51381;"";"CAPRIVI DRINKING WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY EASTERN CAPRIVI";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"NATIONAL PLANNING COMMISSION";"1998-01-01";"1999-12-01";"";"1998-10-01";0.0;0.0;1731639.0;824290.0
292024;"Germany";"Tanzania";"5";"282";"LDCs";0.322655;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;31924196.0;947300.0
292034;"Germany";"Tanzania";"5";"282";"LDCs";6.05524;0.0;"DRINKING WATER,  HAI DISTRICT";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY HAI II";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"1997-01-01";"1999-05-01";"";"1998-02-01";0.0;0.0;31924196.0;947300.0
292340;"Germany";"Togo";"5";"283";"LDCs";6.358;"";"WATER SUPPLY REHAB/ EXTENSION, SOKOD";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY SOKODE II";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTERE DE L ECONOMIE ET DES FINANCES";"1999-01-01";"2003-01-01";"";"1998-12-01";0.0;0.0;4632446.0;56790.0
292718;"Germany";"Uganda";"5";"285";"LDCs";1.03034;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;22290780.0;241550.0
293107;"Germany";"Burkina Faso";"5";"287";"LDCs";0.183698;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;10968724.0;274220.0
293469;"Germany";"Zambia";"5";"288";"LDCs";20.4364;"";"WATER SUPPLY + SANITATION SYSTEM";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY SOUTHERN PROVINCE";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE AND ECONOMIC DEV";"1999-01-01";"2003-01-01";"";"1998-12-01";0.0;0.0;9866476.0;752610.0
293470;"Germany";"Zambia";"5";"288";"LDCs";12.1862;"";"WATER SUPPLY + SANITATION SYSTEM";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY NORTH WESTERN PRO";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE AND ECONOMIC DEV";"1999-01-01";"2003-06-01";"";"1998-12-01";0.0;0.0;9866476.0;752610.0
293471;"Germany";"Zambia";"5";"288";"LDCs";4.087280000000001;"";"WATER SUPPLY + SANITATION, SOLWEZI";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY SOLWEZI";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE AND ECONOMIC DEV";"1999-01-01";"2003-06-01";"";"1998-12-01";0.0;0.0;9866476.0;752610.0
296149;"Germany";"Nicaragua";"5";"364";"LMICs";0.0111854;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;4910647.0;130370.0
297699;"Germany";"Ecuador";"5";"440";"UMICs";0.21510300000000002;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;12198449.0;256370.0
297701;"Germany";"Ecuador";"5";"440";"UMICs";10.5967;"";"BASIC SANITATION PROGRAMME";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTERIO DE RELACIONES EXTERIORES";"1999-01-01";"2002-04-01";"";"1998-11-01";0.0;0.0;12198449.0;256370.0
298487;"Germany";"Peru";"5";"454";"UMICs";0.0352769;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;25658062.0;1285220.0
299546;"Germany";"Jordan";"5";"549";"LMICs";22.7071;"";"AMMAN AL SAMRA SEWAGE CONVEYOR";"Kreditanstalt für Wiederaufbau";"13";"140";"AMMAN AL SAMRA SEWAGE CONVEYOR";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF PLANNING";"1998-01-01";"2000-06-01";"";"1998-10-01";0.0;0.0;4943975.0;88780.0
299547;"Germany";"Jordan";"5";"549";"LMICs";9.83976;"";"GREATER IRBID WASTEWATER";"Kreditanstalt für Wiederaufbau";"13";"140";"GREATER IRBID WASTEWATER";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF PLANNING";"1998-01-01";"2000-06-01";"";"1998-10-01";0.0;0.0;4943975.0;88780.0
299548;"Germany";"Jordan";"5";"549";"LMICs";33.3038;0.0;"WATER TRANSPORTATION SYSTEM";"Kreditanstalt für Wiederaufbau";"13";"140";"WATER PIPELINE DEIR ALLA DABOU";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF PLANNING";"1999-01-01";"2001-06-01";"";"1998-10-01";0.0;0.0;4943975.0;88780.0
299550;"Germany";"Jordan";"5";"549";"LMICs";6.43369;0.0;"WATER SUPPLY EXTENSION";"Kreditanstalt für Wiederaufbau";"13";"140";"WATER SUPPLY WADI MOUSA";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF PLANNING";"1999-01-01";"2001-06-01";"";"1998-10-01";0.0;0.0;4943975.0;88780.0
300886;"Germany";"Tajikistan";"5";"615";"LMICs";0.020649900000000002;"";"BMZ TC:WATER SUP./SANIT.-SMALL SYST.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;6027388.0;142550.0
