"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"USD_GrantEquiv";"USD_Disbursement_Defl";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
746092;"Germany";"Lebanon";"5";"555";"UMICs";22.8104;0.0;"AL GHADIR WASTE WATER";"Kreditanstalt für Wiederaufbau";"13";"140";"AL GHADIR WASTE WATER";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"2006-01-01";"2010-12-31";"";"2005-08-22";"";0.0;0.0;0.0;4698763.0;10450.0
753418;"Germany";"India";"5";"645";"LMICs";0.0557355;"";"RAIL TRANSPORT";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"INTEGRIERTE FACHKRAFT";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"";"2005-12-31";"";"";0.0;0.0;1147609927.0;3287260.0
753516;"Germany";"India";"5";"645";"LMICs";0.00606187;"";"AGRICULTURAL FINANCIAL SERVICES";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"WATERSHED MANAGEMENT";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"";"2005-12-31";"";"";0.0;0.0;1147609927.0;3287260.0
753551;"Germany";"India";"5";"645";"LMICs";0.0876025;"";"RAIL TRANSPORT";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"INTEGRIERTE FACHKRAFT";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"";"2005-12-31";"";"";0.0;0.0;1147609927.0;3287260.0
753552;"Germany";"India";"5";"645";"LMICs";0.187722;"";"WATER TRANSPORT";"Federal states and local governments";"11";"140";"KÜSTENZONEN UND ÖKOSYSTEME BMBF";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"2005-01-01";"2008-01-01";"";"2005-12-31";"";"";0.0;0.0;1147609927.0;3287260.0
753553;"Germany";"India";"5";"645";"LMICs";0.00733879;"";"INFECTIOUS DISEASE CONTROL";"Federal states and local governments";"11";"140";"FACT FINDING MISSION- DAAD";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"2005-05-19";"2006-12-31";"";"2005-12-31";"";"";0.0;0.0;1147609927.0;3287260.0
753556;"Germany";"India";"5";"645";"LMICs";0.0511891;"";"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"VERBESSERUNG DER TRINK- UND ABWASSERVERSORGUNG IN BYLAKUPE, KARNATAKA, INDIEN";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"";"";"";"2005-12-31";"";"";0.0;0.0;1147609927.0;3287260.0
753557;"Germany";"India";"5";"645";"LMICs";0.0413807;"";"ROAD TRANSPORT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"GEWINNUNG VON REGENWASSER ALS TRINKWASSER IN ZWEI KÜSTENDÖRFERN, ALLEPEY, KERALA, PUNNAPRA UND MARARIKULAM /INDIEN";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"";"";"";"2005-12-31";"";"";0.0;0.0;1147609927.0;3287260.0
753558;"Germany";"India";"5";"645";"LMICs";0.0273486;"";"RAIL TRANSPORT";"Federal states and local governments";"11";"140";"PLANING AND IMPLEMENTATION OF DECENTRALIZED WASTEWATER TREATMENT SYSTEMS AND COMMUNITY-BASED SANITATION";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"2005-05-15";"2005-12-31";"";"2005-12-31";"";"";0.0;0.0;1147609927.0;3287260.0
753559;"Germany";"India";"5";"645";"LMICs";0.0635234;"";"ROAD TRANSPORT";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"INTEGRIERTE FACHKRAFT";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"";"2005-12-31";"";"";0.0;0.0;1147609927.0;3287260.0
754548;"Germany";"India";"5";"645";"LMICs";0.0302252;"";"ROAD TRANSPORT";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"INTEGRIERTE FACHKRAFT";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"";"2005-12-31";"";"";0.0;0.0;1147609927.0;3287260.0
758161;"Germany";"Bangladesh";"5";"666";"LDCs";0.431207;"";"WATER SUPPLY AND SANITATION - LARGE SYSTEMS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"INTEGRIERTES PROJEKT ZUR REINIGUNG ARSENVERSEUCHTEN TRINKWASSERS UND FÖRDERUNG ÖFFENTLICHER GESUNDHEIT, KUSHITA UND MEHERPUR, BANGLADESH";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"";"";"";"2005-12-31";"";"";0.0;0.0;139035505.0;148460.0
780122;"Germany";"Egypt";"5";"142";"LMICs";0.00237175;0.0;"WASTE MANAGEMENT/DISPOSAL";"Federal states and local governments";"11";"140";"";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"2006-01-16";"2006-04-14";"Aus- und Weiterbildung von Fach- und Führungskräften der Wirtschaft";"2006-12-31";"";0.00237175;0.0;0.0;76873663.0;1001450.0
784242;"Germany";"India";"5";"645";"LMICs";4.19291;0.0;"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"Rural Water Supply Rajasthan";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"public sector";"2006-09-25";"2009-09-24";"Rural Water Supply Rajasthan, Ph. I";"2006-06-26";"";0.720489;0.0;0.0;1165486291.0;3287260.0
784352;"Germany";"Kenya";"5";"248";"LMICs";0.698821;0.0;"DEVELOPMENT OF THE WATER SECTOR II";"Kreditanstalt für Wiederaufbau";"11";"140";"Develop. of Watersector II, 1 (BM) (VP)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"public sector";"2006-11-27";"2009-11-26";"Develop. of Watersector II, 1 (BM) (VP)";"2006-11-27";"";0.0;0.0;0.0;37649033.0;580370.0
785401;"Germany";"Ethiopia";"5";"238";"LDCs";0.0999588;0.0;"INTEGRATED EXPERTS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Experts";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Integrated Experts";"2006-12-31";"";0.0999588;0.0;0.0;78489206.0;1104300.0
785402;"Germany";"Bolivia";"5";"428";"LMICs";0.112519;0.0;"INTEGRATED EXPERTS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Experts";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Integrated Experts";"2006-12-31";"";0.112519;0.0;0.0;9395446.0;1098580.0
785766;"Germany";"Egypt";"5";"142";"LMICs";5.59056;0.0;"WATER AND SANITATION MANAGEMENT";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"KV - Water and Sanitation Management Egypt";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"KV - Water and Sanitation Management Egypt";"2006-12-31";"";0.00508869;0.0;0.0;76873663.0;1001450.0
786446;"Germany";"India";"5";"645";"LMICs";0.232833;0.0;"EFFECTIVE DEVELOPMENT THROUGH PROTECTION OF RESOURCES";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Effective development through protection of ressources, India";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"";"";"Effective development through protection of ressources, India";"2006-12-31";"";0.0037859;0.0;0.0;1165486291.0;3287260.0
786708;"Germany";"Rwanda";"5";"266";"LDCs";0.0128275;0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Federal states and local governments";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Other";"Other";"2006-01-01";"2006-12-31";"Wasserprojekte im Partnerland Ruanda";"2006-12-31";"";0.0128275;0.0;0.0;9043337.0;26340.0
786780;"Germany";"Bolivia";"5";"428";"LMICs";0.139766;0.0;"CAPACITY BUILDING FOR YOUTH IN WATER SUPPLY SYSTEMS IN BOLIVIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Capacity building for youth in water supply systems in Bolivia";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"";"";"Capacity building for youth in water supply systems in Bolivia";"2006-12-31";"";0.0;0.0;0.0;9395446.0;1098580.0
786867;"Germany";"Ethiopia";"5";"238";"LDCs";0.0278152;0.0;"ORGANIC WASTE";"Federal states and local governments";"11";"140";"Income generation for street kids and former prostitutes using educ";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"2007-01-01";"2007-12-31";"Income generation for street kids and former prostitutes using education for collecting and composting of organic waste from public market places";"2006-12-31";"";0.0278152;0.0;0.0;78489206.0;1104300.0
787170;"Germany";"India";"5";"645";"LMICs";0.0726781;0.0;"IRRIGATION AND TRAINING PROGRAMME";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Irrigation and Training Programme for Adivasi and Dalits in Sundargarth";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"";"";"Irrigation and Training Programme for Adivasi and Dalits in Sundargarth Dt. Orissa";"2006-12-31";"";0.0273921;0.0;0.0;1165486291.0;3287260.0
787931;"Germany";"India";"5";"645";"LMICs";0.0960838;0.0;"UNEP E-WASTE RECYCLING SYSTEM";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"UNEP e-waste recycling system in India";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Multilateral Organisations";"Multilateral Organisations";"";"";"UNEP e-waste recycling system in India";"2006-12-31";"";0.0960838;0.0;0.0;1165486291.0;3287260.0
787932;"Germany";"India";"5";"645";"LMICs";0.279533;0.0;"UNEP DAMS AND DEVELOPMENT PROJECT (PHASE 2)";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"UNEP Dams and Development Project (Phase 2)";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Multilateral Organisations";"Multilateral Organisations";"";"";"UNEP Dams and Development Project (Phase 2)";"2006-12-31";"";0.279533;0.0;0.0;1165486291.0;3287260.0
788291;"Germany";"Burundi";"5";"228";"LDCs";11.1298;0.0;"PROGRAMME D'EAU";"Kreditanstalt für Wiederaufbau";"11";"140";"Programm d'Eau IIa";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"public sector";"2006-11-12";"2009-10-12";"Programm d'Eau IIa";"2006-12-11";"";0.0;0.0;0.0;7607849.0;27830.0
788318;"Germany";"Tanzania";"5";"282";"LDCs";0.00699277;0.0;"WATER SUPPLY AKERI VOCATIONAL CENTER";"Federal states and local governments";"11";"140";"water supply akeri vocational center (Meru-Diözese/Tansania)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Other";"Other";"2006-01-02";"2006-12-31";"water supply akeri vocational center (Meru-Diözese/Tansania)";"2006-12-31";"";0.00699277;0.0;0.0;39548663.0;947300.0
788320;"Germany";"Tanzania";"5";"282";"LDCs";0.0139744;0.0;"WATER SUPPLY IN NYERE COMBRA YOUTH ECO-VILLAGE";"Federal states and local governments";"11";"140";"water supply in Nyere Combra Youth Eco-village Uvikiuta Youth Centres";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"2005-01-07";"2006-01-04";"water supply in Nyere Combra Youth Eco-village Uvikiuta Youth Centres";"2006-12-31";"";0.0139744;0.0;0.0;39548663.0;947300.0
788527;"Germany";"India";"5";"645";"LMICs";1.39764;0.0;"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"Rural Water Supply (BM)";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"public sector";"2006-01-08";"2008-07-31";"Rural Water Supply (BM)";"2006-06-26";"";0.0;0.0;0.0;1165486291.0;3287260.0
788568;"Germany";"Bolivia";"5";"428";"LMICs";4.53622;0.0;"WATER RESOURCES PROTECTION";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"public sector";"2006-01-09";"2007-07-10";"Programa Ambiental Pososí";"2006-12-21";"";0.0;0.0;0.0;9395446.0;1098580.0
788669;"Germany";"Lebanon";"5";"555";"UMICs";2.79528;0.0;"REHABILITATION OF WATER AND WASTEWATER SYSTEMS";"Kreditanstalt für Wiederaufbau";"11";"140";"Rehab. of Water and Wastewater Systems";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"public sector";"2006-07-12";"2009-06-12";"Rehab. of Water and Wastewater Systems";"2006-12-07";"";0.0;0.0;0.0;4759753.0;10450.0
788872;"Germany";"Rwanda";"5";"266";"LDCs";0.653546;0.0;"APPROVISIONNEMENT EN EAU POTABLE DANS 8 COMMUNES RURALES";"Kreditanstalt für Wiederaufbau";"11";"140";"App. en eau potable d.8 communes rurales";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"public sector";"2003-06-18";"2007-12-27";"App. en eau potable d.8 communes rurales";"2006-03-21";"";0.406138;0.0;0.0;9043337.0;26340.0
789104;"Germany";"India";"5";"645";"LMICs";0.087187;0.0;"INTEGRATED EXPERTS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Experts";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Integrated Experts";"2006-12-31";"";0.087187;0.0;0.0;1165486291.0;3287260.0
789112;"Germany";"Uganda";"5";"285";"LDCs";0.0859955;0.0;"INTEGRATED EXPERTS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Experts";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Integrated Experts";"2006-12-31";"";0.0859955;0.0;0.0;28571475.0;241550.0
789118;"Germany";"India";"5";"645";"LMICs";0.0076386;0.0;"INTEGRATED EXPERTS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Experts";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Integrated Experts";"2006-12-31";"";0.0076386;0.0;0.0;1165486291.0;3287260.0
789119;"Germany";"India";"5";"645";"LMICs";0.0972864;0.0;"INTEGRATED EXPERTS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Experts";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Integrated Experts";"2006-12-31";"";0.0972864;0.0;0.0;1165486291.0;3287260.0
789129;"Germany";"Egypt";"5";"142";"LMICs";0.0263565;0.0;"INTEGRATED EXPERTS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Experts";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Integrated Experts";"2006-12-31";"";0.0263565;0.0;0.0;76873663.0;1001450.0
789130;"Germany";"Egypt";"5";"142";"LMICs";0.0987785;0.0;"INTEGRATED EXPERTS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Experts";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Integrated Experts";"2006-12-31";"";0.0987785;0.0;0.0;76873663.0;1001450.0
789202;"Germany";"Kenya";"5";"248";"LMICs";13.2776;0.0;"DEVELOPMENT OF THE WATER SECTOR, II";"Kreditanstalt für Wiederaufbau";"13";"140";"Development of Watersector II, 1 (VP)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"public sector";"2006-11-27";"2009-11-26";"Development of Watersector II, 1 (VP)";"2006-11-27";"";0.0;0.0;0.0;37649033.0;580370.0
789626;"Germany";"Egypt";"5";"142";"LMICs";0.00177046;0.0;"TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TRANSNET - Transboundary Management of Natural Resources in SADC Region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"2006-12-31";"";0.00177046;0.0;0.0;76873663.0;1001450.0
789627;"Germany";"Sudan";"5";"278";"LDCs";0.00151436;0.0;"TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TRANSNET - Transboundary Management of Natural Resources in SADC Region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"2006-12-31";"";0.00151436;0.0;0.0;31661823.0;0.0
789658;"Germany";"Kenya";"5";"248";"LMICs";0.0249869;0.0;"TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TRANSNET - Transboundary Management of Natural Resources in SADC Region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"2006-12-31";"";0.0249869;0.0;0.0;37649033.0;580370.0
789659;"Germany";"Kenya";"5";"248";"LMICs";0.0560535;0.0;"TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TRANSNET - Transboundary Management of Natural Resources in SADC Region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"2006-12-31";"";0.0560535;0.0;0.0;37649033.0;580370.0
789660;"Germany";"Tanzania";"5";"282";"LDCs";0.00328482;0.0;"TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TRANSNET - Transboundary Management of Natural Resources in SADC Region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"2006-12-31";"";0.00328482;0.0;0.0;39548663.0;947300.0
789661;"Germany";"Tanzania";"5";"282";"LDCs";0.073001;0.0;"TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TRANSNET - Transboundary Management of Natural Resources in SADC Region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"2006-12-31";"";0.073001;0.0;0.0;39548663.0;947300.0
789662;"Germany";"Tanzania";"5";"282";"LDCs";0.0327369;0.0;"TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TRANSNET - Transboundary Management of Natural Resources in SADC Region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"2006-12-31";"";0.0327369;0.0;0.0;39548663.0;947300.0
789755;"Germany";"Egypt";"5";"142";"LMICs";0.249101;0.0;"REFORM OF THE WATER SECTOR IN THE MENA REGION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Reform of the water sector in the Mena region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Reform of the water sector in the Mena region";"2006-12-31";"";0.249101;0.0;0.0;76873663.0;1001450.0
789764;"Germany";"Lebanon";"5";"555";"UMICs";0.0150656;0.0;"REFORM OF THE WATER SECTOR IN THE MENA REGION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Reform of the water sector in the Mena region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Reform of the water sector in the Mena region";"2006-12-31";"";0.0150656;0.0;0.0;4759753.0;10450.0
789772;"Germany";"Colombia";"5";"437";"UMICs";0.00338504;0.0;"STRENGTHENING THE MANAGEMENT CAPACITIES OF ECUATORIAN WATER UTILITIES";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Strenghtening the Management Capacities of Ecuadorian Water Utilities";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Strenghtening the Management Capacities of Ecuadorian Water Utilities";"2006-12-31";"";0.00338504;0.0;0.0;43200901.0;1141750.0
789795;"Germany";"Bolivia";"5";"428";"LMICs";0.00338504;0.0;"STRENGHTENING THE MANAGEMENT CAPACITIES OF ECUADORIAN WATER UTILITIES";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Strenghtening the Management Capacities of Ecuadorian Water Utilities";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Strenghtening the Management Capacities of Ecuadorian Water Utilities";"2006-12-31";"";0.00338504;0.0;0.0;9395446.0;1098580.0
789797;"Germany";"India";"5";"645";"LMICs";0.0205329;0.0;"CONGRESS PARTICIPATIONS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"congress participations of InWEnt-alumni";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"congress participations of InWEnt-alumni";"2006-12-31";"";0.0205329;0.0;0.0;1165486291.0;3287260.0
789830;"Germany";"Egypt";"5";"142";"LMICs";0.00487713;0.0;"EFFICIENT MANAGEMENT OF WASTEWATER, TREATMENT AND REUSE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Efficient mgmt of wastewater, treatment & reuse in Mediterranean";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"EMWater Efficient management of wastewater, it's treatment and reuse in the Mediterranean Countries (funded by the EU)";"2006-12-31";"";0.00487713;0.0;0.0;76873663.0;1001450.0
789831;"Germany";"Lebanon";"5";"555";"UMICs";0.159731;0.0;"WATER EFFICIENT MANAGEMENT OF WASTEWATER, TREATMENT AND REUSE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Efficient mgmt of wastewater, treatment & reuse in Mediterranean";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"EMWater Efficient management of wastewater, it's treatment and reuse in the Mediterranean Countries (funded by the EU)";"2006-12-31";"";0.159731;0.0;0.0;4759753.0;10450.0
790000;"Germany";"Uganda";"5";"285";"LDCs";0.368535;0.0;"WATRE PROJECT KITAGWENDA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water project Kitagwenda - Uganda";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"";"";"Water project Kitagwenda - Uganda";"2006-12-31";"";0.0;0.0;0.0;28571475.0;241550.0
790002;"Germany";"Kenya";"5";"248";"LMICs";0.0354093;0.0;"CONSTRUCTION OF AN ELEVATED TANK FOR WATER, MBAGATHI";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Construction of a elevated tank for water, Mbagathi / Kenia";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"";"";"Construction of a elevated tank for water, Mbagathi / Kenia";"2006-12-31";"";0.0354093;0.0;0.0;37649033.0;580370.0
790003;"Germany";"Uganda";"5";"285";"LDCs";0.0314452;0.0;"IMPROVEMENT OF THE WATER SUPPLY IN MAKUKUULU";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improvement of the water supply in Makukuulu/Uganda";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"";"";"Improvement of the water supply in Makukuulu/Uganda";"2006-12-31";"";0.0314452;0.0;0.0;28571475.0;241550.0
790010;"Germany";"India";"5";"645";"LMICs";0.590722;0.0;"IMPROVING LIVELIHOODS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improving livelihoods of marginalized residents within peri-urban slum";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"";"";"Improving livelihoods of marginalized residents within peri-urban slum areas in southerm India";"2006-12-31";"";1.03775;0.0;0.0;1165486291.0;3287260.0
790307;"Germany";"India";"5";"645";"LMICs";0.010556;0.0;"WATER EFFICIENT MANAGEMENT OF WASTEWATER, TREATMENT AND REUSE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Efficient mgmt of wastewater, treatment & reuse in Mediterranean";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"EMWater Efficient management of wastewater, it's treatment and reuse in the Mediterranean Countries (funded by the EU)";"2006-12-31";"";0.010556;0.0;0.0;1165486291.0;3287260.0
