"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"USD_GrantEquiv";"USD_Disbursement_Defl";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
885590;"Germany";"Bolivia";"5";"428";"LMICs";0.0201726;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"preparatory activities for new projects";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"preparatory activities for new projects";"";"";0.0201726;"";"";"";""
885594;"Germany";"Peru";"5";"454";"UMICs";0.0408315;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Landmanagement/Cadastre";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Landmanagement/Cadastre";"";"";0.0408315;"";"";"";""
885598;"Germany";"Peru";"5";"454";"UMICs";0.00617304;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"regional teacher qualification network (VET) in Central Asian Countries";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"regional teacher qualification network (VET) in Central Asian Countries";"";"";0.00617304;"";"";"";""
885604;"Germany";"Peru";"5";"454";"UMICs";0.0408315;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Development and Resource Mangement in Andes countries";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Rural Development and Resource Mangement in Andes countries";"";"";0.0408315;"";"";"";""
885608;"Germany";"Peru";"5";"454";"UMICs";0.00617304;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Development and Resource Mangement in Andes countries";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Rural Development and Resource Mangement in Andes countries";"";"";0.00617304;"";"";"";""
885612;"Germany";"Peru";"5";"454";"UMICs";0.00617304;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Support for Policy Development and Dialogue within the Profile Areas of the BMZ Strategy for Africa";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Support for Policy Development and Dialogue within the Profile Areas of the BMZ Strategy for Africa";"";"";0.00617304;"";"";"";""
885616;"Germany";"Bolivia";"5";"428";"LMICs";0.00938521;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Development and Resource Mangement in Andes countries";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Rural Development and Resource Mangement in Andes countries";"";"";0.00938521;"";"";"";""
885620;"Germany";"Bolivia";"5";"428";"LMICs";0.00604674;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improvement of the Situation of Overcrowding in Prisons in Bangladesh";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Improvement of the Situation of Overcrowding in Prisons in Bangladesh";"";"";0.00604674;"";"";"";""
885627;"Germany";"Bolivia";"5";"428";"LMICs";0.00938521;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Development and Resource Mangement in Andes countries";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Rural Development and Resource Mangement in Andes countries";"";"";0.00938521;"";"";"";""
885631;"Germany";"Bolivia";"5";"428";"LMICs";0.00604674;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Development and Resource Mangement in Andes countries";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Rural Development and Resource Mangement in Andes countries";"";"";0.00604674;"";"";"";""
885635;"Germany";"Bolivia";"5";"428";"LMICs";0.00604674;0.0;"RIVER DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Development and Resource Mangement in Andes countries";"River basins development";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Rural Development and Resource Mangement in Andes countries";"";"";0.00604674;"";"";"";""
885666;"Germany";"Nigeria";"5";"261";"LMICs";0.00185122;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"";"";0.00185122;"";"";"";""
885669;"Germany";"Congo";"5";"234";"LMICs";0.00191994;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"";"";0.00191994;"";"";"";""
885671;"Germany";"Burundi";"5";"228";"LDCs";0.00154083;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"";"";0.00154083;"";"";"";""
885672;"Germany";"Angola";"5";"225";"LDCs";0.00369973;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"";"";0.00369973;"";"";"";""
885675;"Germany";"Angola";"5";"225";"LDCs";0.00191994;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"";"";0.00191994;"";"";"";""
885676;"Germany";"Namibia";"5";"275";"UMICs";0.00616893;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"TRANSNET - Transboundary Management of Natural Resources in the SADC Region";"";"";0.00616893;"";"";"";""
885798;"Germany";"Iran";"5";"540";"UMICs";0.148163;0.0;"WATER SUPPLY & SANIT. - LARGE SYST.";"Federal Ministries";"11";"140";"Water Supply";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Other";"Other";"2007-11-01";"2008-04-30";"Water Supply";"";"";0.0794972;"";"";"";""
885822;"Germany";"Viet Nam";"5";"769";"LMICs";0.582488;0.0;"TECHNOLOGIES FOR WATER PROTECTION";"Federal Ministries";"11";"140";"Technologies for Water Protection";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2007-06-01";"2010-05-31";"Technologies for Water Protection";"";"";0.0617992;"";"";"";""
885823;"Germany";"Viet Nam";"5";"769";"LMICs";0.434243;0.0;"TECHNOLOGIES FOR WATER PROTECTION";"Federal Ministries";"11";"140";"Technologies for Water Protection";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2007-06-01";"2010-05-31";"Technologies for Water Protection";"";"";0.0961322;"";"";"";""
885824;"Germany";"Viet Nam";"5";"769";"LMICs";0.972506;0.0;"TECHNOLOGIES FOR WATER PROTECTION";"Federal Ministries";"11";"140";"Technologies for Water Protection";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2007-06-01";"2010-05-31";"Technologies for Water Protection";"";"";0.0738515;"";"";"";""
885825;"Germany";"Viet Nam";"5";"769";"LMICs";1.66208;0.0;"PLANNING INSTRUMENTS FOR SUSTAINABLE WATER MANAGEMENT";"Federal Ministries";"11";"140";"Planning Instruments for Sustainable Water Management";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"2007-06-01";"2010-12-31";"Planning Instruments for Sustainable Water Management";"";"";0.518429;"";"";"";""
885844;"Germany";"Viet Nam";"5";"769";"LMICs";0.533465;0.0;"TECHNOLOGIES FOR WATER PROTECTION";"Federal Ministries";"11";"140";"Technologies for Water Protection";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"2007-10-01";"2010-03-31";"Technologies for Water Protection";"";"";0.0411996;"";"";"";""
885855;"Germany";"South Africa";"5";"218";"UMICs";0.228227;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Federal Ministries";"11";"140";"Integrated Water Resource Management";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Other";"Other";"2007-08-01";"2009-07-31";"Integrated Water Resource Management";"";"";0.00859148;"";"";"";""
885885;"Germany";"Bolivia";"5";"428";"LMICs";0.113178;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Expert";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Integrated Expert";"";"";0.113178;"";"";"";""
885899;"Germany";"Bolivia";"5";"428";"LMICs";0.0273008;0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Expert";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Integrated Expert";"";"";0.0273008;"";"";"";""
885916;"Germany";"Belarus";"5";"86";"UMICs";0.0460508;0.0;"WASTE MANAGEMENT/DISPOSAL";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improvment of the municipal waste management. Environmental oriented advisory services for enterprises.";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Improvment of the municipal waste management. Environmental oriented advisory services for enterprises.";"";"";0.0460508;"";"";"";""
885967;"Germany";"Serbia";"5";"63";"UMICs";0.0868805;0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improvment of the Municipal Water Management Technical assistence Training to the lokal technical staff";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Improvment of the Municipal Water Management Technical assistence Training to the lokal technical staff";"";"";0.0868805;"";"";"";""
886025;"Germany";"Indonesia";"5";"738";"LMICs";0.456326;0.0;"CLEAN WATER, SANITATION AND CREDIT PROGRAM, INDONESIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"clean water, sanitation and credit program, Indonesia";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"";"";"clean water, sanitation and credit program, Indonesia";"";"";0.0856949;"";"";"";""
886283;"Germany";"Syrian Arab Republic";"5";"573";"LMICs";0.00304664;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water resources policy and administrative management";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Water resources policy and administrative management";"";"";0.00304664;"";"";"";""
886375;"Germany";"India";"5";"645";"LMICs";0.686656;0.0;"PARTICIPATORY WATERSHED MANAGEMENT PROHECT IN MADHYA PRADESH, INDIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Participatory Watershed Management Prohect in Madhya Pradesh, India";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"";"";"Participatory Watershed Management Prohect in Madhya Pradesh, India";"";"";0.130973;"";"";"";""
886383;"Germany";"Burkina Faso";"5";"287";"LDCs";0.278393;0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Drinking water and agricultural advice";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"";"";"Drinking water and agricultural advice";"";"";0.105792;"";"";"";""
886384;"Germany";"Burkina Faso";"5";"287";"LDCs";0.0514994;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"6 wells, Burkina Faso";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"";"";"6 wells, Burkina Faso";"";"";0.0514994;"";"";"";""
886388;"Germany";"Ghana";"5";"241";"LMICs";0.101168;0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Construction of Wells, Ada District, Ghana";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Non-Governmental Organisation (NGO) and Civil Society";"NGOs and civil society";"";"";"Construction of Wells, Ada District, Ghana";"";"";0.0839825;"";"";"";""
886405;"Germany";"Lesotho";"5";"249";"LDCs";0.0267051;0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Implementing decentralized waste water treatment and sanitation infrastucture in urban areas helps to manage water resources more efficiently, reduces environmental impact of waste water disposal and";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Implementing decentralized waste water treatment and sanitation infrastucture in urban areas helps to manage water resources more efficiently, reduces environmental impact of waste water disposal and";"";"";0.0267051;"";"";"";""
886421;"Germany";"India";"5";"645";"LMICs";0.0561376;0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Expert";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Integrated Expert";"";"";0.0561376;"";"";"";""
886479;"Germany";"Turkey";"5";"55";"UMICs";0.0773891;0.0;"WATER SUPPLY & SANIT. - LARGE SYST.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Capacity Building for the turkish Association of Towns and Municipalities in order to develop a national network of municipal services";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Capacity Building for the turkish Association of Towns and Municipalities in order to develop a national network of municipal services";"";"";0.0773891;"";"";"";""
886502;"Germany";"Indonesia";"5";"738";"LMICs";0.0248626;0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"warranty of sanitary and drinking water supply for poor people in participatory cooperation with local NGOs considering the sustainable use of natural resources";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"warranty of sanitary and drinking water supply for poor people in participatory cooperation with local NGOs considering the sustainable use of natural resources";"";"";0.0248626;"";"";"";""
886503;"Germany";"Indonesia";"5";"738";"LMICs";0.0513881;0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"warranty of sanitary and drinking water supply for poor people in participatory cooperation with local NGOs considering the sustainable use of natural resources";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"warranty of sanitary and drinking water supply for poor people in participatory cooperation with local NGOs considering the sustainable use of natural resources";"";"";0.0513881;"";"";"";""
886504;"Germany";"Indonesia";"5";"738";"LMICs";0.030614;0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"warranty of sanitary and drinking water supply for poor people in participatory cooperation with local NGOs considering the sustainable use of natural resources (ecosanitation)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"warranty of sanitary and drinking water supply for poor people in participatory cooperation with local NGOs considering the sustainable use of natural resources (ecosanitation)";"";"";0.030614;"";"";"";""
886543;"Germany";"Nicaragua";"5";"364";"LMICs";0.00334129;0.0;"WASTE MANAGEMENT/DISPOSAL";"Federal states and local governments";"11";"140";"advanced training for mechanics of the civic fleet";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"2007-08-01";"2007-08-31";"advanced training for mechanics of the civic fleet";"";"";0.00334129;"";"";"";""
886544;"Germany";"Nicaragua";"5";"364";"LMICs";0.00549327;0.0;"WASTE MANAGEMENT/DISPOSAL";"Federal states and local governments";"11";"140";"survey about the environmental compatibility of the dumping ground in León";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"2007-01-01";"2007-06-01";"survey about the environmental compatibility of the dumping ground in León";"";"";0.00549327;"";"";"";""
886545;"Germany";"Nicaragua";"5";"364";"LMICs";0.0225224;0.0;"WASTE MANAGEMENT/DISPOSAL";"Federal states and local governments";"11";"140";"refuse project";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"2007-01-01";"2007-12-31";"refuse project";"";"";0.0164798;"";"";"";""
886546;"Germany";"Nicaragua";"5";"364";"LMICs";0.214051;0.0;"WASTE MANAGEMENT/DISPOSAL";"Federal states and local governments";"11";"140";"Convenio project refuse collector";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"2007-06-01";"2007-08-31";"Convenio project refuse collector";"";"";0.214051;"";"";"";""
886667;"Germany";"Croatia";"5";"62";"MADCTs";0.0411982;0.0;"WATER SUPPLY & SANIT. - LARGE SYST.";"Federal states and local governments";"11";"140";"Feasibility study Extension of the duct system and building of a purification plant";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"2007-01-01";"2007-12-31";"Feasibility study Extension of the duct system and building of a purification plant";"";"";0.00686656;"";"";"";""
984763;"Germany";"Croatia";"5";"62";"MADCTs";0.0622073;-0.0;"WATER RESOURCES PROTECTION";"Federal Ministries";"11";"140";"Requirements of the EC Water Framework Directive and the EC Urban Waste Water Treatment Directive";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GTZ";"2008-05-02";"2009-05-30";"Integrated implementation of both directives in an Accession State, example Republic of Croatia";"";"";0.0272199;"";"";"";""
984787;"Germany";"Sierra Leone";"5";"272";"LDCs";0.0102755;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Federal states and local governments";"11";"140";"Construction of a village well and furnishing the primary school in Rotifunk, Kasseh, Port Loko District, Sierra Leone";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"2008-03-01";"2009-02-28";"Construction of a well and purchasing of equipment for a primary school in Sierra Leone";"";"";0.0102755;"";"";"";""
984789;"Germany";"Uganda";"5";"285";"LDCs";0.0102075;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Federal states and local governments";"11";"140";"Construction of six wells in the villages Kabaseke, Kisojjo-Kikaaya, Kiboogero, Laguzi/Kalungu, Kalagula and Kifukamiza in Uganda";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"2008-06-01";"2009-05-31";"Construction of six wells in Uganda";"";"";0.0102075;"";"";"";""
984839;"Germany";"Viet Nam";"5";"769";"LMICs";0.0598853;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Basic drinking water supply and basic sanitation";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Federal Ministry for Economic Cooperation and Development";"";"";"Grundlegende Versorgung im Bereich Trinkwasser und Abwasser";"";"";0.0598853;"";"";"";""
984887;"Germany";"Sri Lanka";"5";"640";"LMICs";0.0129567;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Federal states and local governments";"11";"140";"Construction of wells";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"International NGO";"International NGOs";"2008-08-06";"2008-11-01";"water supply";"";"";0.0129567;"";"";"";""
984909;"Germany";"Burkina Faso";"5";"287";"LDCs";0.00694108;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Federal states and local governments";"11";"140";"Construction of wells for the villages Tangoden and Toansogo in Burkina Faso";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"2008-09-30";"2009-01-31";"Construction of two wells in Burkina Faso";"";"";0.00694108;"";"";"";""
984911;"Germany";"Ghana";"5";"241";"LMICs";0.00272199;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Federal states and local governments";"11";"140";"Supply of drinking water in using a solar pump for a maternity unit in Asibey, Ghana";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"2008-02-01";"2008-03-31";"Construction of a well with solar-pump in Ghana";"";"";0.00272199;"";"";"";""
984921;"Germany";"Uganda";"5";"285";"LDCs";0.0020415;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Federal states and local governments";"11";"140";"Construction of a well in the village of Kaloddo, Uganda";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"2008-08-15";"2008-10-14";"Construction of a well in Uganda";"";"";0.0020415;"";"";"";""
984922;"Germany";"Eritrea";"5";"271";"LDCs";0.00884648;-0.0;"WATER SUPPLY & SANIT. - LARGE SYST.";"Federal states and local governments";"11";"140";"Construction of a water pipe system in Shebseleba/Zoba Anseba, Eritrea";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"2008-10-01";"2009-01-31";"Construction of a water pipe-system in Eritrea";"";"";0.00884648;"";"";"";""
984959;"Germany";"Mali";"5";"255";"LDCs";0.0956635;-0.0;"WASTE MANAGEMENT/DISPOSAL";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Waste management / disposal";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Federal Ministry for Economic Cooperation and Development";"";"";"Abfallwirtschaft und -entsorgung";"";"";0.0956635;"";"";"";""
984962;"Germany";"Kenya";"5";"248";"LMICs";0.127291;-0.0;"WATER SUPPLY AND SANITATION - LARGE SYSTEMS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water supply and sanitation - large systems";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Federal Ministry for Economic Cooperation and Development";"";"";"Wasserversorgung und Abwasser - große Systeme";"";"";0.127291;"";"";"";""
984964;"Germany";"Syrian Arab Republic";"5";"573";"LMICs";0.133803;-0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water resources policy and administrative management";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Federal Ministry for Economic Cooperation and Development";"";"";"Wasserressourcenpolitik und -verwaltung";"";"";0.133803;"";"";"";""
984989;"Germany";"West Bank and Gaza Strip";"5";"550";"LMICs";0.219059;-0.0;"WASTE MANAGEMENT/DISPOSAL";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Waste management / disposal";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Federal Ministry for Economic Cooperation and Development";"";"";"Abfallwirtschaft und -entsorgung";"";"";0.219059;"";"";"";""
985028;"Germany";"Brazil";"5";"431";"UMICs";0.00272199;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Federal states and local governments";"11";"140";"well sinking, purchase/installation of pump, solar cells and electronics in Sao José da Vitoria";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Other";"Other";"2008-01-01";"2011-12-31";"well sinking";"";"";0.00272199;"";"";"";""
985034;"Germany";"Tanzania";"5";"282";"LDCs";0.0340249;-0.0;"WATER SUPPLY & SANIT. - LARGE SYST.";"Federal states and local governments";"11";"140";"Water Supply and Sanitation in Mtii/ District Lushoto";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Higher education institution";"2008-02-16";"2008-04-30";"Water Supply and distribution pipes in the village Mtii with public water taps and sewage channel/ sanitation";"";"";0.0340249;"";"";"";""
985117;"Germany";"Yemen";"5";"580";"LDCs";0.615304;-0.0;"REFORM OF THE WATER SECTOR IN THE MENA REGION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Reform of the water sector in the Mena region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Federal Ministry for Economic Cooperation and Development";"";"";"Reform des Wassersektors in der MENA-Region";"";"";0.615304;"";"";"";""
985146;"Germany";"India";"5";"645";"LMICs";0.0894163;-0.0;"WATER RESOURCES PROTECTION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Strengthening of environmental management";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Federal Ministry for Economic Cooperation and Development";"";"";"Stärkung des Umweltmanagement";"";"";0.0894163;"";"";"";""
985149;"Germany";"Yemen";"5";"580";"LDCs";0.0389749;-0.0;"REFORM OF THE WATER SECTOR IN THE MENA REGION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Reform of the water sector in the Mena region";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Federal Ministry for Economic Cooperation and Development";"";"";"Reform des Wassersektors in der MENA-Region";"";"";0.0389749;"";"";"";""
